Zipcode,CountTaxReturns2016,CountDependents2016,AdjGrossIncome2016,TotalIncome2016,CapGains2016,TaxesPaid2016
1001,8950,3960,498738,504774,6717,24387
1002,9670,4310,778376,796475,57274,58509
1005,2300,1170,136744,138309,2124,7623
1007,7490,4150,529796,537509,10447,35326
1008,620,280,39757,40213,328,2328
1010,1820,920,133063,134902,2759,8312
1011,620,270,32350,32610,100,1699
1012,360,130,22594,22939,488,1614
1013,10500,6070,428188,431761,3724,13682
1020,15120,6950,714119,720369,7217,27809
1022,1160,330,53888,54297,403,1840
1026,520,210,28339,29038,600,1441
1027,9770,3670,564723,573947,13300,28971
1028,8120,4490,719744,731734,49221,54687
1030,6040,3110,383932,388123,5806,21677
1031,520,310,24199,24376,10,759
1032,270,100,14090,14328,166,694
1033,3310,1520,210128,213106,3645,13176
1034,1020,460,70549,71632,1879,4004
1035,2760,1070,183927,187370,6642,9710
1036,2670,1250,210217,213734,4394,15548
1038,1340,500,95345,96998,3722,5430
1039,740,270,52587,53995,2755,3632
1040,16530,10320,710265,718282,20284,28139
1050,1270,610,71922,72871,741,4063
1053,880,350,64767,66096,5047,4180
1054,960,410,85097,87040,7195,7078
1056,10350,4640,614865,621807,7016,33993
1057,4210,1970,268935,273174,5009,15574
1060,7550,2180,539182,552023,28813,31574
1062,5680,2700,458792,468568,27399,29449
1068,960,480,66544,67519,987,3675
1069,4130,1870,229320,232219,2052,12653
1070,330,110,14596,14915,207,750
1071,760,390,43542,43959,157,2370
1072,730,370,47844,48888,1887,3579
1073,3220,1570,250379,254957,4573,16285
1075,8500,3530,586249,594998,12558,36124
1077,4940,2260,373874,379624,7844,24829
1080,1180,570,49728,50195,136,1657
1081,840,380,45573,45959,106,2187
1082,5000,2380,256086,258695,3103,12271
1085,19140,9900,1181723,1196687,29345,68688
1088,330,90,18890,19207,170,875
1089,14120,7530,806068,816461,25191,44458
1095,7280,4060,741522,753607,25754,54531
1096,1290,550,94152,96291,2726,6444
1098,600,210,41952,42731,2313,2204
1103,1010,520,36871,37507,633,930
1104,10230,7640,348660,350708,1318,10005
1105,4090,3710,93602,94213,73,1240
1106,7640,4890,1216199,1239405,173595,103310
1107,4000,3930,122646,123530,1469,3346
1108,11280,8950,407776,411912,4044,13225
1109,11610,9100,358147,360591,1362,9168
1118,7290,3890,363410,366882,2555,17180
1119,6130,3720,258801,260733,1671,10730
1128,1460,670,82797,83660,526,4396
1129,3760,1860,186180,187804,1239,8775
1151,3970,3090,130240,131139,371,3252
1201,22630,10450,1177227,1193039,26542,55216
1220,4330,1840,199264,201438,3718,7656
1222,420,190,18999,19464,346,1120
1223,1110,420,67891,69152,1618,3473
1225,1690,730,97313,98450,828,4179
1226,3370,1680,209823,213060,5024,12524
1230,3800,1420,280836,288262,39450,21653
1235,1470,580,89905,91063,1516,4883
1236,850,350,49154,50244,2791,2825
1237,1510,700,94048,95797,2805,5941
1238,3100,1200,170274,173171,4196,9771
1240,2520,890,247784,253111,28812,16122
1245,390,150,29067,30083,855,1811
1247,6840,3080,282944,285849,3252,8598
1253,440,140,25166,25592,286,1257
1254,620,220,94949,97118,5477,7171
1255,340,140,17505,17828,185,1096
1256,360,150,18087,18229,194,662
1257,1220,490,90923,93163,10504,6225
1258,400,80,37912,38751,3868,2568
1259,240,90,15237,15521,264,1240
1266,720,250,64239,66339,7515,5030
1267,2880,1310,287925,294512,29146,21114
1270,380,170,27655,27982,295,1371
1301,8410,3490,422030,429150,13184,21734
1330,770,310,49987,51330,2562,3472
1331,6120,3270,293564,296466,2564,11572
1337,1350,560,80989,82461,1971,5111
1338,120,50,6949,7037,0,386
1339,720,280,37496,38288,1525,2002
1340,890,410,47038,47957,2077,2272
1341,840,360,73387,75019,4890,5138
1342,700,370,51415,52489,3669,3015
1344,780,360,37210,37556,200,964
1346,180,80,9348,9530,180,587
1349,390,200,19096,19289,30,727
1351,1280,440,78699,80009,3515,4540
1354,810,360,47166,48145,2006,1978
1355,460,220,27199,27709,398,1494
1360,1480,670,89158,90717,2683,5033
1364,3390,1730,153042,154606,1659,6489
1366,620,250,41592,42374,642,2739
1367,230,120,12746,12836,123,445
1368,570,260,32447,33058,398,1507
1370,2060,780,114149,117043,4824,6543
1373,2390,970,171012,174015,4061,11067
1375,1850,610,118151,120261,4245,5957
1376,2570,1090,106710,107903,901,3886
1378,370,140,18894,19156,343,989
1379,450,170,20203,20439,324,954
1420,18160,10930,826414,834276,8298,35351
1430,2990,1730,227269,229929,5708,15686
1431,1550,800,107992,109671,2610,6896
1432,4180,1960,274778,277984,2916,14743
1434,220,150,17420,17585,225,1114
1436,1430,780,70135,70892,221,2788
1440,9340,4650,449006,453241,5426,18816
1450,5250,3630,845996,862712,62975,67282
1451,2470,1700,426462,435003,31042,40085
1452,2180,1120,160345,162268,2414,9720
1453,21230,11330,1203801,1218655,22079,64383
1460,4680,2920,493442,499987,23069,40640
1462,5490,3010,429146,435718,12595,30006
1463,5860,3170,449264,455388,9467,29296
1464,3090,1610,217280,219625,2689,13642
1468,2060,1140,126961,128173,727,6903
1469,3650,1940,248540,251463,2854,15919
1473,3930,2070,305958,310734,6227,20858
1474,1040,490,69816,70691,717,4780
1475,4640,2650,239343,241622,1947,10711
1501,8590,4280,588489,594426,18074,35457
1503,1590,740,164946,167438,5048,12452
1504,4650,2320,288376,291366,2363,18208
1505,2330,1160,253506,257315,8052,19286
1506,1670,830,98853,99697,831,5448
1507,6250,3570,467767,473143,8436,27805
1510,7640,3660,436447,440765,6168,21211
1515,1110,610,71594,72475,525,3994
1516,4270,2630,319982,323496,3386,21894
1518,1510,960,139472,140746,2396,9889
1519,3460,2250,393162,398363,8068,28894
1520,7610,4790,697211,706808,21854,50258
1521,1230,560,79359,80421,361,4862
1522,1730,980,137520,139204,2084,9590
1523,3080,1720,273851,278095,7363,21302
1524,3340,1640,212524,214809,2459,11552
1527,6910,3180,457062,461570,5659,28409
1529,1570,910,101359,102143,399,6601
1531,510,260,33403,33832,407,2085
1532,7760,4870,852453,866779,30465,65605
1534,3010,1830,240898,243704,5996,14845
1535,2320,1150,130463,131891,1445,6300
1536,3610,2030,346382,350666,6786,24298
1537,1180,490,67851,68602,340,3413
1540,5720,3030,347958,351587,3500,19272
1541,1800,990,191249,194898,6259,14903
1542,1170,590,74541,75356,673,3786
1543,4060,2750,309769,313052,3647,21363
1545,17910,11710,2068933,2110915,77208,141185
1550,8290,5000,353620,357156,3197,14264
1560,2170,1400,175223,176713,3108,11143
1562,5740,2770,331021,334878,3327,15460
1564,4000,2230,355200,360980,11462,25182
1566,3350,1790,290468,294108,7307,20301
1568,3770,2410,406580,412924,15126,31946
1569,6790,3590,493322,499183,9443,33761
1570,8590,4300,468141,473249,10248,22518
1571,5440,3060,333750,336839,5034,16198
1581,9580,6420,1158256,1174923,72204,81922
1583,3730,1680,280900,284988,8383,19344
1585,2040,990,130666,132823,2354,7127
1588,4960,2850,338036,341994,5036,18276
1590,4490,2710,471021,478017,18063,35456
1602,11130,5720,652245,660847,10832,35508
1603,9580,5960,384541,387921,2952,14349
1604,18040,9730,845049,853063,7645,34197
1605,11900,8070,521799,526641,5636,22216
1606,10640,5080,615882,622116,10202,31356
1607,4160,2490,171529,172901,594,6610
1608,1630,1060,68207,68895,3984,3197
1609,7520,3850,563392,572260,41237,37133
1610,8980,6570,265104,267064,690,4970
1611,1160,620,60316,60832,120,2717
1612,2260,1280,198954,202390,4169,15633
1701,16680,8330,1603459,1628899,77197,120823
1702,16310,8710,983698,997452,71252,47882
1718,320,200,30717,31158,541,2082
1719,2590,1580,312379,316229,15330,25593
1720,10470,7700,1482465,1504989,82941,129247
1721,8770,5060,867368,878749,26265,66809
1730,6830,4250,954693,970462,65575,77804
1731,840,1120,52208,52655,794,352
1740,2480,1740,386941,393647,22723,35195
1741,2470,1690,600350,610747,65644,57179
1742,8580,5440,2417439,2467612,429739,198593
1745,240,130,26123,26433,295,1604
1746,7010,4690,854998,867962,34797,71086
1747,3090,1810,256860,259951,4055,17319
1748,7580,5800,1412320,1436423,144053,113860
1749,10300,5100,774338,785416,19354,52148
1752,20380,10410,1466024,1484481,43655,82178
1754,5390,2780,417834,423464,10435,33277
1756,3070,1900,345395,349355,14948,25531
1757,14420,7610,1001366,1013226,18685,62794
1760,17850,10240,2053137,2087991,120176,149280
1770,1990,1570,803021,816115,64345,72556
1772,4780,3450,1067055,1086724,134121,87193
1773,2830,1450,942365,957299,219462,87646
1775,3440,2150,499395,508395,33596,43622
1776,8240,6780,2211396,2246454,380947,192834
1778,6710,4620,2034969,2065887,268294,180814
1801,21790,9470,1621834,1640158,42402,84109
1803,13190,7070,1235858,1250811,42976,77250
1810,16080,11430,2895807,2940397,286934,226651
1821,16660,8410,1226204,1240118,22091,77377
1824,13310,7280,1566606,1581855,40512,102475
1826,16460,8780,1100562,1111922,19201,65640
1827,1620,990,183844,186793,7239,14904
1830,12570,6480,713348,721683,12247,37832
1832,11900,6670,657587,664234,9797,34656
1833,4100,2610,426048,432259,13977,32974
1834,3360,1810,273033,276822,5971,20099
1835,7370,3850,481872,488117,6289,27567
1840,2360,1710,60369,60844,0,507
1841,23640,18450,661379,665646,4264,10323
1843,13090,9120,486778,490754,3875,13884
1844,26330,14630,1547359,1565283,25426,86006
1845,14280,9210,1739351,1769736,84844,130308
1850,7590,5010,301624,303891,1561,10469
1851,15940,10570,694629,699933,4812,23132
1852,16900,9630,849867,858060,13505,37518
1854,11460,6870,526900,531633,4315,20492
1860,3380,1740,252850,255717,7186,17461
1862,5050,2530,379786,384299,9698,23976
1863,4790,2470,362419,366987,6725,24379
1864,7890,4640,898603,914032,37996,75002
1867,12640,7730,1493846,1516262,58062,114844
1876,16230,7570,1235919,1248507,24782,88750
1879,6210,3450,526789,532911,14055,39420
1880,14010,6870,1262377,1279342,42937,85872
1886,11450,8410,1506378,1526955,77887,124648
1887,12090,6660,1044707,1056647,28322,75563
1890,10340,7900,2438074,2477605,298709,196355
1901,880,490,29518,29854,98,648
1902,21680,15380,820284,826624,8688,29024
1904,10320,5410,613839,618892,8495,36806
1905,12620,8990,514293,517872,3956,20244
1906,14870,6620,992196,1003868,27409,57833
1907,7370,4090,1015590,1036050,64157,81383
1908,1940,680,227870,231656,13973,15849
1913,8640,4120,631447,641150,11702,46411
1915,19780,9000,1786766,1813375,119351,121483
1921,3870,2630,785700,801351,85125,64895
1922,1630,880,177946,181256,12911,12127
1923,14650,6990,1186906,1205408,35351,80294
1929,1820,960,218181,223587,15947,17998
1930,15200,5980,1232810,1253506,122368,79751
1938,7260,3310,709172,723917,41356,53246
1940,6560,3970,1014175,1034273,87130,81571
1944,2650,1540,703794,716967,118194,56652
1945,10390,6100,1897728,1931995,336839,140906
1949,4390,2430,499249,509333,23001,40151
1950,9370,4510,1066771,1086606,91643,77831
1951,1890,790,241407,246857,22533,17761
1952,4480,1720,272165,276897,8582,15868
1960,28020,12280,1802350,1822346,54724,97820
1966,3810,1370,369999,377874,24216,26092
1969,3210,1650,298224,303374,7747,22272
1970,22270,9020,1331229,1349679,30441,72840
1982,3410,2320,530688,540954,54426,44221
1983,3140,2070,528037,537122,63351,43191
1984,1850,1260,374397,381612,32579,32522
1985,2210,1290,308906,315421,21600,25769
2019,8740,4450,615396,621893,9895,37701
2021,11570,6650,1372209,1394707,75466,96983
2025,3800,2870,931096,950607,100754,79033
2026,13080,6470,1429360,1448975,107044,103268
2030,2690,2140,1165339,1184255,251484,98860
2032,2260,1480,243534,246603,8648,19358
2035,9140,4920,930527,944543,41558,63743
2038,15790,10290,1646626,1667119,54140,117769
2043,11140,7640,2736426,2781329,384734,206359
2045,5590,1990,429903,438506,22139,29296
2048,12080,7680,1162857,1176709,38877,80406
2050,12040,6810,1170143,1188633,67431,82514
2052,5950,4620,1186951,1212004,100828,99304
2053,6540,4180,674384,682131,12846,53673
2054,4210,2320,356829,361667,11086,27572
2056,4750,3200,631884,642549,30541,56258
2061,5250,3830,1006359,1025624,130481,79985
2062,15750,7380,1316464,1329563,30580,80548
2066,8990,5420,1170091,1189584,82034,89752
2067,8440,6350,1217633,1243646,71578,111905
2071,480,370,49371,49893,1018,3819
2072,14910,7500,977072,989198,17950,58932
2081,9740,5900,1058713,1074064,39666,81890
2090,7340,5460,1873363,1896430,386349,149670
2093,5620,3390,616388,626513,17017,45708
2108,2720,690,1473300,1492063,390856,117821
2109,2790,530,1141787,1153536,226065,79853
2110,2200,560,1566192,1584819,399095,88765
2111,3630,1090,821323,831607,137361,52285
2113,4670,310,381575,387962,13110,12495
2114,7230,970,1156429,1171644,138646,63518
2115,7910,1480,897786,910366,131405,56298
2116,11030,2070,5563788,5618116,1952676,413471
2118,13560,4430,2046195,2074170,241331,128417
2119,13520,8220,500882,505185,19771,10505
2120,5560,2380,194053,196414,2165,3637
2121,13020,9710,401408,404023,636,6855
2122,12250,7060,571670,577277,16674,17594
2124,25310,15950,1124956,1134027,21287,34269
2125,17160,9000,776027,784884,17009,21815
2126,12350,7700,470699,473414,3029,11916
2127,21370,4800,1897257,1917014,72375,82957
2128,20380,10910,863965,872391,11879,18165
2129,9990,3530,1286532,1304983,87026,75087
2130,20230,6570,1624448,1652788,78870,80923
2131,16250,8420,971551,984006,21930,39464
2132,14120,6810,1270595,1287876,35022,70193
2134,11050,1680,517837,527184,9883,10622
2135,24330,4580,1376880,1399353,32800,36462
2136,18580,11490,899001,905710,7742,32652
2138,15190,3980,2902733,2949866,742102,201797
2139,19010,5000,1767577,1794094,204958,70104
2140,10530,3890,1086557,1105003,102768,52637
2141,6860,1670,578423,585448,51381,22361
2142,1740,350,309070,313355,64839,21243
2143,15540,2840,1079983,1095933,65583,35320
2144,15180,2690,1181346,1198540,49991,44149
2145,14770,5150,793895,804181,13590,22444
2148,31910,15010,1616547,1633342,20539,56584
2149,22390,12780,964649,974232,8817,29379
2150,17870,11840,694920,700618,9510,16978
2151,26900,14220,1298213,1310648,30343,52516
2152,9340,3880,643085,651247,17024,34890
2155,31270,11480,2217268,2246373,68801,109120
2163,520,50,41474,41871,1017,2094
2169,30080,11830,1868037,1889125,39687,87865
2170,10780,4440,615114,622213,13825,30843
2171,10260,3650,732307,742256,26770,40454
2176,14330,7520,1405293,1422420,64244,92072
2180,12080,5420,983060,994864,35115,63508
2184,19400,10790,1616606,1636022,55857,98666
2186,13240,8780,1907064,1938858,127081,152054
2188,7830,3650,530922,535748,7138,27942
2189,7680,3880,483287,488327,8996,26015
2190,9270,4260,684355,691208,12060,40681
2191,4600,1840,319497,322710,5707,18465
2199,940,150,493548,499802,152741,44587
2210,2350,290,626980,638842,53991,41526
2215,6410,560,546663,555405,34419,20843
2301,30640,21190,1269653,1279591,13492,55461
2302,16770,10920,740788,745477,4114,35724
2322,2370,1210,154581,156152,2107,9449
2324,11900,6290,929585,940522,24974,60328
2330,5480,2850,349856,354303,4992,21848
2332,6730,4870,1241903,1263263,112550,101604
2333,7290,3990,495719,500850,5976,35547
2338,4030,2010,270356,273720,2120,19276
2339,7040,4740,804697,817240,36094,64770
2341,5250,2870,380678,384797,5006,26488
2343,5830,2990,346335,349510,2721,22793
2346,11900,5840,731131,740921,10268,38655
2347,5610,3120,448000,454254,10474,30164
2351,8610,4330,598260,604642,7540,37692
2356,6150,3880,708121,720355,21604,55949
2359,8930,5260,747801,758546,22072,53867
2360,28260,13480,2221618,2252068,77696,154825
2364,6540,3710,559509,568775,19015,40424
2367,1490,720,116462,118552,2057,8722
2368,17810,9670,966737,974805,14019,54907
2370,9430,4660,559929,565035,5773,34193
2375,5160,2710,468263,474270,18400,31743
2379,3730,1940,270013,273220,3194,18979
2382,7720,4290,476190,480581,3834,27709
2420,6920,5160,1606323,1628890,183860,142661
2421,8130,6200,2274697,2311182,461366,187432
2445,10090,4860,2502524,2541416,565191,179560
2446,14600,4890,2042293,2077500,231713,125109
2451,9450,3940,773313,783448,30941,41508
2452,6520,2470,570791,580356,35541,31892
2453,14730,5720,990379,1002847,28116,42784
2458,6440,3420,1203668,1224565,111517,83427
2459,8760,5530,2205654,2250613,285274,179765
2460,4730,2610,776663,790435,105970,52234
2461,3550,2240,662543,676715,38949,52847
2462,680,390,104822,106505,10872,8115
2464,1590,780,188907,192972,6822,13041
2465,5870,3740,1794942,1819853,511114,133235
2466,3440,1970,543245,553196,65641,37938
2467,7700,4230,2609317,2644835,654441,196024
2468,2660,1830,900905,919722,150023,75476
2472,18980,6350,1577861,1605114,81115,81248
2474,14450,6860,1526590,1549502,87039,98617
2476,8750,4520,1122085,1138639,94485,80113
2478,12380,7820,2146171,2189307,197548,168145
2481,6870,5690,3709422,3754737,876544,311248
2482,4860,3650,1687166,1706546,346068,134915
2492,9520,7120,2774403,2820703,443930,217381
2493,5140,3890,4422635,4467755,1752109,351972
2494,4780,3270,793900,809353,50983,60169
2532,5890,2340,377235,382464,13669,21532
2535,600,230,72090,74094,11679,5875
2536,10500,4170,701604,714365,30359,37745
2537,3140,1630,287443,292938,11169,23191
2538,2380,1240,109122,110394,312,4948
2539,2940,1120,247041,253631,21252,14016
2540,3980,1140,386250,393156,39017,24477
2542,190,230,8646,8718,0,0
2543,470,110,50791,51726,5561,3513
2554,6120,2410,539441,558529,52230,29756
2556,1890,650,177398,181135,9620,11981
2559,1810,520,134087,135994,5478,8697
2562,1740,770,133654,135294,3725,8483
2563,5580,2600,429343,437013,14277,30836
2568,4190,1600,279218,288906,15376,17117
2571,5410,2330,297248,300709,5870,16339
2576,2200,890,125145,126976,1918,6211
2601,7840,3440,330180,335001,6031,12773
2630,1150,420,136041,138825,15316,9766
2631,5180,1670,366934,375574,18648,23379
2632,5820,2270,425280,432914,26474,24941
2633,2200,550,257499,262744,46885,17338
2635,1960,700,190431,194851,13306,14624
2638,1720,400,146557,149437,7484,8746
2639,1800,600,79012,80142,1682,2669
2642,2150,600,143350,145996,7336,8654
2644,2190,1280,147158,149415,2087,9907
2645,5440,2050,365880,373211,25225,21240
2646,1170,280,100307,103104,13774,6887
2648,4060,1790,299073,304866,10300,17047
2649,8030,3010,589000,598977,37485,36738
2650,540,100,61235,62596,10402,4471
2653,2970,770,231492,236992,30381,14923
2655,2020,640,270571,275207,43134,23564
2657,2590,340,165664,170161,14514,11183
2659,650,210,43006,44518,1562,2266
2660,3320,1030,197530,200787,4308,8930
2664,5260,1750,291233,295286,9776,14748
2667,1520,430,109881,112668,11042,6300
2668,1760,820,168110,172344,7722,10671
2670,860,180,59770,60731,4293,3608
2671,690,170,46826,47742,4990,2970
2673,4660,1740,232152,235630,5090,11060
2675,3640,1040,273070,277757,12305,16966
2702,2180,1100,163991,166147,3138,10039
2703,22380,11920,1420721,1436008,29572,78352
2715,1640,1080,117336,118742,1480,8518
2717,2540,1300,173725,176351,2629,10157
2718,3530,1970,210673,212455,1779,11856
2719,8110,3420,482464,489833,9516,25505
2720,14280,6610,667259,673233,6041,22071
2721,11200,6620,415354,418164,2115,11036
2723,6540,3720,228289,229848,1135,4453
2724,7520,4100,273574,275414,1203,5846
2725,1330,590,74863,75676,582,3914
2726,8040,3740,513474,518655,6865,29782
2738,2660,1430,305575,310961,38590,22380
2739,3500,1580,384430,392614,28760,29449
2740,18940,11010,752693,759853,8475,24423
2743,5320,2560,326881,331517,4545,18851
2744,5080,3510,180215,182088,659,4283
2745,12190,6180,573313,578815,4595,23020
2746,6320,4750,198000,199268,616,3388
2747,9380,4590,668989,679869,14632,35796
2748,5900,2630,583319,594604,68197,37893
2760,13880,8140,1135888,1148731,31703,70043
2762,4740,2360,371245,375281,7402,23267
2763,1060,630,102838,104149,2393,6857
2764,2150,1200,146366,147810,1757,9756
2766,9120,4770,707766,716665,12991,57697
2767,7180,3900,559400,566827,13233,37574
2769,6130,3260,542757,552482,21575,37775
2770,2740,1560,249291,252986,8794,17773
2771,7480,3810,569951,577487,21459,38286
2777,8410,3830,574177,580591,11416,35300
2779,3300,1980,248097,250700,3158,16786
2780,24970,13000,1274700,1285999,14076,59492
2790,8400,3760,620567,629258,22984,33256
2804,1440,740,83171,84203,784,5636
2806,8230,5710,1372872,1398638,167856,133368
2808,1140,660,57589,58284,283,2941
2809,10090,4180,720719,732323,29043,47140
2812,680,370,49769,50388,549,3648
2813,3960,1570,282172,287962,12584,17236
2814,3830,1780,267833,271610,4970,19300
2815,130,60,8420,8529,0,598
2816,16810,7930,1033677,1044580,13364,68790
2817,3160,1630,242917,246531,7098,17083
2818,9830,5210,1375878,1402197,145533,118210
2822,3120,1410,244855,248409,4160,17139
2825,2660,1330,198859,201576,2889,15863
2827,1130,570,78829,79823,849,6365
2828,3740,1780,286488,290372,6850,19999
2830,3250,1630,209742,212115,2107,14146
2831,2080,1110,166309,168954,2325,12621
2832,2440,1190,159825,161948,2247,11574
2833,310,120,18046,18244,3,1233
2835,3080,1170,423844,434058,44469,35462
2837,1740,720,149297,152238,12492,8957
2838,1710,930,82736,83520,862,3292
2839,900,470,52883,53278,138,3684
2840,11550,4470,871394,887471,62526,59562
2842,8660,4240,584476,594110,20601,36320
2852,12190,5910,1033548,1049652,45348,73926
2857,4500,2010,343790,349186,8919,24926
2858,270,150,16863,16974,-3,1027
2859,3040,1570,177411,179145,1031,11092
2860,21420,13440,794068,802412,7702,27578
2861,13800,6930,626523,631737,3974,28632
2863,8120,6600,218021,219602,492,2705
2864,17470,9290,1309161,1325481,25800,87874
2865,9080,4800,833795,848063,39085,58343
2871,9050,4540,836372,849489,61587,55443
2874,3050,1830,341245,348444,13276,26914
2875,180,90,10203,10336,54,714
2876,720,240,46942,47667,350,2415
2878,8200,3570,585517,593133,34169,40755
2879,10910,4910,900260,917640,46554,66759
2881,1150,480,92335,93653,4051,6263
2882,6390,2080,537369,549462,31826,36557
2885,5460,2300,322211,326641,8131,20725
2886,15200,6610,1007934,1021447,26111,62977
2888,10840,4510,625418,632622,10494,36588
2889,14820,6670,842909,852290,12419,54511
2891,11470,4950,750460,762395,35243,45974
2892,2650,1440,206455,209868,3603,16845
2893,15250,6960,763995,771099,5810,41105
2894,410,220,22507,22648,247,1556
2895,18930,10930,760764,766952,4682,30709
2896,5160,2520,374553,379042,6960,25649
2898,1070,480,67847,68680,575,4711
2903,4070,880,395553,402015,47198,27615
2904,14790,7310,715230,723316,13786,38095
2905,11710,7640,524374,531298,7540,26208
2906,12090,4220,1509876,1539612,165996,114207
2907,13400,10600,358873,361912,2412,7328
2908,16530,10780,625567,632050,7198,22363
2909,19150,14330,575186,580489,5591,12131
2910,11620,6160,547566,552982,4910,27408
2911,7990,3660,418190,422071,4719,23204
2914,10820,5060,464556,468357,4166,18584
2915,8770,3530,470804,476011,8209,24945
2916,4490,2010,322089,327772,13133,20919
2917,6100,2690,445172,450878,8502,30397
2919,15060,6970,833655,843971,11283,51057
2920,18000,8860,991591,1002637,27248,61259
2921,6190,3480,639090,650356,27035,55806
3031,5840,3490,682185,695320,43466,39469
3032,2860,1590,253790,257869,4322,11100
3033,2510,1890,250485,253547,5570,16725
3034,2180,980,166293,169083,3100,6096
3036,2580,1530,234103,238104,9054,12178
3037,2330,1160,173794,177043,4275,7306
3038,17920,9410,1118822,1133147,19030,57129
3042,3690,1750,229404,232599,2969,11027
3043,750,340,59810,61125,2908,2825
3044,2380,1170,160760,162924,1542,9624
3045,7000,3470,491893,500129,8631,20986
3046,1440,780,123808,126074,2508,5239
3047,800,420,51325,52095,600,1905
3048,1650,790,96770,97987,752,4522
3049,4100,2430,582507,593388,53092,34089
3051,13450,6780,951589,964110,19904,43425
3052,4350,2410,341606,345467,4508,16137
3053,12750,7410,1039773,1053563,24347,52629
3054,13940,7110,1087643,1101176,20195,51642
3055,8080,4050,490888,497696,9493,21712
3057,1240,740,120051,122148,3917,6662
3060,14890,7460,691596,699450,13969,19314
3062,15210,7110,1319714,1335248,46492,63212
3063,8860,3860,624235,632912,12931,25945
3064,7640,3740,492970,501129,15707,20481
3070,2780,1750,226869,230798,4396,11537
3071,2420,1550,167417,169823,4906,7631
3076,6970,3930,576564,584869,18140,39083
3077,5580,2540,318206,322156,3253,13098
3079,15780,7200,1205114,1222743,34829,64665
3082,780,360,56782,57974,1355,2690
3084,680,330,47967,48927,2530,2759
3086,2100,1020,163997,166008,5285,7432
3087,7050,4970,1017050,1035025,55581,64393
3101,1700,550,102013,103805,8684,2567
3102,15910,6950,744562,753515,10692,16069
3103,18350,10050,788476,796285,5725,18773
3104,16900,6950,1107887,1124007,44296,34028
3106,7300,3590,511064,518804,9069,19069
3109,5490,2530,339404,343545,2955,12054
3110,10770,7350,1531391,1558165,110932,69342
3216,1090,540,68801,69932,4291,2058
3217,1160,430,57691,58410,5780,1482
3218,600,310,32756,33108,172,1131
3220,3510,1760,181770,184439,2480,5880
3221,1090,520,64156,65644,1455,2573
3222,2700,1140,150958,153405,5579,4626
3223,2120,890,135690,138452,5462,4695
3224,1210,540,107486,109554,8394,4948
3225,1790,910,97250,98536,1352,3334
3226,1160,290,159318,161705,18505,6684
3227,520,180,37655,38793,4201,1503
3229,2920,1590,303347,308599,15712,15987
3230,620,260,31086,31502,399,763
3233,190,70,23564,24226,1674,1202
3234,2440,1160,142715,144956,1542,4952
3235,4120,1960,179483,181413,1653,3532
3237,1200,600,76811,77987,2091,3198
3240,630,270,29164,29487,273,766
3241,420,120,29664,29965,1232,926
3242,2080,960,144829,147897,3950,6367
3243,530,240,25051,25344,41,659
3244,3830,1890,200735,203550,3550,7342
3245,1000,390,76158,78004,6571,3342
3246,7880,3370,449566,457037,16631,14509
3249,3700,1660,299254,304964,17271,11614
3251,950,300,61103,62370,3503,1780
3253,3510,1370,270051,276275,18401,11664
3254,2040,830,182380,186218,16027,6821
3255,990,430,100392,102019,10184,4068
3256,1090,550,64330,65531,1205,1721
3257,2280,780,281781,287533,29357,14987
3258,1280,610,91742,93144,1956,3396
3259,170,50,14265,14420,241,384
3261,2360,1150,139303,141602,3157,5770
3262,670,260,31530,31986,814,647
3263,1900,1000,102313,103385,1732,3225
3264,2390,1080,131981,134614,3532,3612
3266,1090,420,49455,50191,1222,1188
3268,670,290,39593,40159,606,1425
3269,1520,650,97539,99288,4338,3914
3275,6000,2910,334481,338674,6567,10927
3276,4230,1960,206233,208906,2630,4782
3278,1530,700,98719,100384,2295,4249
3279,350,150,13579,13733,151,258
3280,530,230,29866,30241,1210,1156
3281,4510,2620,287452,291555,3270,10738
3282,430,190,24008,24374,354,547
3284,420,230,23008,23365,327,727
3285,760,330,38136,38807,342,1138
3287,640,290,46561,47597,3192,2241
3290,2390,1230,190433,193526,3629,8288
3291,100,30,6472,3605,0,169
3301,15990,7220,1035603,1052759,60954,34268
3303,7740,3760,411602,417274,8422,13049
3304,3970,2480,404187,412757,12516,20101
3307,2820,1350,172782,175223,5108,5944
3431,11400,4610,791512,802627,56871,32726
3440,1360,640,74577,75730,1767,2493
3441,190,100,7777,7815,0,153
3442,680,340,32964,33345,232,1038
3443,340,140,26498,26853,824,1140
3444,770,350,70765,72196,8309,4847
3445,390,170,20521,20718,160,584
3446,3030,1400,176634,179448,4475,5766
3447,1160,510,68704,69743,1499,2642
3448,370,160,20655,20948,978,667
3449,910,380,84725,86495,6656,3386
3450,500,190,36576,37700,3257,1263
3451,2000,900,92039,92951,449,2745
3452,2790,1320,158856,161002,4857,6401
3455,1100,470,69738,70917,2104,2607
3456,380,160,20048,20281,184,411
3457,350,190,27334,27863,1155,1159
3458,3370,1420,264260,268950,23544,13013
3461,2560,1430,179305,182308,6337,9347
3462,850,380,77860,79108,7658,4080
3464,520,210,33045,33445,425,1020
3465,1030,510,46091,46530,380,1120
3466,660,280,58099,58936,919,2905
3467,830,370,60697,61599,2360,2208
3470,2290,1110,105877,107264,1779,3887
3561,3220,1310,158685,161562,4413,3570
3570,3920,1740,154276,156401,1906,1753
