Zipcode,CountTaxReturns2016,CountDependents2016,AdjGrossIncome2016,TotalIncome2016,CapGains2016,TaxesPaid2016
90680,13960,12650,570837,575730,3356,23769
90701,7540,5810,362189,366229,6881,17348
90703,24490,15260,2003294,2032883,55693,144631
90706,34720,30590,1526535,1539850,12541,68241
90710,11970,9060,628267,634264,7758,36016
90712,15610,9980,1103307,1113116,16063,76268
90713,14010,8810,1012612,1021697,11431,68789
90715,9700,7400,478816,483059,3495,23324
90716,6100,6520,190293,191565,442,5197
90717,10610,6190,618943,626604,12155,36111
90720,10990,7070,1201794,1222530,67559,99820
90723,23620,25700,828966,835365,6934,28568
90731,26230,18710,1433223,1450261,23187,77334
90732,10420,5270,904367,916766,29120,68069
90740,13610,4180,1278772,1300074,84212,99675
90744,21990,24660,815646,820583,1556,29963
90745,27560,21240,1348453,1357902,7122,73971
90746,13600,8770,783674,789004,4002,52472
90755,5870,3680,418394,424406,10082,31321
90802,20090,8470,1110381,1127489,32440,58329
90803,18100,4640,2167439,2209761,200486,190677
90804,18300,12810,777428,786183,6196,31103
90805,40970,41330,1491077,1501947,6864,57131
90806,18540,17660,735752,742273,8939,31860
90807,16500,9600,1315508,1334440,60224,98255
90808,19580,11390,1699218,1719167,39435,127173
90810,16720,15380,675640,680546,2932,29449
90813,22120,24570,627021,632351,1374,13310
90814,10270,3780,775868,788958,32546,51236
90815,19100,9840,1651573,1674400,47460,123005
91001,17510,10470,1661294,1695143,80081,143573
91006,14470,9620,1619453,1648622,155003,159019
91007,14390,9130,1324057,1351521,66324,119903
91008,490,230,115501,117856,8116,12626
91010,12230,8620,667086,673334,16154,41488
91011,9490,6720,2672864,2733718,234709,318993
91016,19300,12300,1297764,1317851,36117,90858
91020,3670,2330,232955,236370,3947,12772
91024,5500,2680,657735,669881,42968,61890
91030,12650,7610,1618795,1650907,151091,148496
91040,9890,5420,663365,673145,15620,48505
91042,12480,7420,706430,716551,11249,45445
91101,9730,3590,962551,976526,63374,75241
91103,12010,9420,1027922,1048854,107652,88986
91104,16810,10700,1203934,1223583,38990,85098
91105,6600,2420,1466342,1503565,153855,164988
91106,11870,5160,1493254,1522664,126263,146968
91107,16530,8630,1774850,1807432,163545,158689
91108,6160,3970,2161603,2201029,309708,261861
91201,10260,6240,604799,614557,15200,37646
91202,10580,5660,872661,889185,43892,65145
91203,6760,3880,400957,406559,8835,22044
91204,7190,4550,312256,316548,2976,12583
91205,16470,10200,683286,692872,8033,27467
91206,15020,8300,1132450,1153499,66697,78767
91207,4860,2550,638236,649807,34629,61719
91208,7810,4650,915319,935141,42594,84456
91210,170,60,25553,25860,1216,2278
91214,14230,9680,1316889,1340439,42178,105074
91301,12510,7610,1824830,1865421,125645,187359
91302,12200,7310,3418032,3482673,475762,421297
91303,12630,10180,523351,530156,6067,22091
91304,23360,16710,1387967,1409631,56312,90628
91306,21630,16180,1027529,1040687,12451,56634
91307,11860,7340,1135727,1160311,50597,99113
91311,18420,10120,1632016,1658681,88932,140434
91316,14160,6800,1789655,1827192,170716,172603
91320,21280,14780,2376366,2412542,102628,203604
91321,15780,12560,968822,982112,32828,70484
91324,13100,8190,877773,894125,33388,61678
91325,15530,9190,1048182,1066230,46403,75491
91326,16510,10280,1741568,1777822,74488,155782
91331,43600,42420,1481865,1494192,4891,56086
91335,34450,24950,1481217,1501205,14873,72236
91340,15040,14910,550849,555111,2401,22401
91342,41330,36000,1921819,1939816,21056,105860
91343,26020,21610,1233326,1248388,20963,70286
91344,24980,15930,1833588,1861395,48848,138387
91345,8870,6660,407264,410892,3769,21963
91350,17050,12420,1446869,1464259,24121,122897
91351,15880,12440,881231,890337,5552,54551
91352,20910,17830,979597,992786,9632,56898
91354,14300,11660,1456579,1476126,33400,132921
91355,15680,9020,1458689,1484110,44807,118159
91356,14150,7970,1715072,1756690,133261,168240
91360,20350,12350,1836423,1867601,92115,138167
91361,10420,5250,2315953,2364603,235497,263187
91362,17940,11160,3128792,3186875,278529,320687
91364,13470,7010,2113917,2158661,162523,220750
91367,21080,10360,2190130,2238991,168096,196558
91377,6750,4410,895291,916195,49027,88328
91381,8770,7470,1129401,1149468,48231,113397
91384,10500,8100,806488,815633,9365,69089
91387,19790,15770,1476919,1497647,25313,116822
91390,8700,6090,813916,825464,22082,75282
91401,18420,11370,1123823,1143762,41280,80153
91402,28840,26760,956350,966115,6895,33005
91403,13710,5220,2090861,2131580,155680,210035
91405,22790,17770,822365,833094,10439,31647
91406,24380,17160,1180869,1197954,17790,65814
91411,10830,6960,566152,576503,13100,31823
91423,17340,6580,2058494,2107571,163664,192734
91436,9170,5100,4081393,4143197,484494,540955
91501,10060,5560,718611,732101,20603,47442
91502,5560,3020,310216,314669,7969,16595
91504,12630,7350,950753,965303,28863,68376
91505,16880,7960,1397351,1415980,84540,106204
91506,10020,5000,751271,763654,13799,54828
91601,19940,8250,942268,958748,15764,45250
91602,11240,2970,1099066,1119756,54469,94089
91604,16140,5780,2122392,2168434,130812,201655
91605,24690,19380,904709,916401,9391,38273
91606,20550,13680,792023,803218,9791,33603
91607,15590,6620,1169937,1193339,69187,80423
91701,18800,11750,1345598,1365563,22573,93588
91702,26370,22480,1171360,1182586,12264,62179
91706,34040,31940,1220726,1232243,8703,46604
91708,3760,3370,277784,281741,6955,22700
91709,34320,25150,2986696,3032906,111070,248257
91710,34980,27290,2073216,2096559,30150,121529
91711,16000,9160,1650931,1685402,91736,140661
91722,17140,12830,826304,833014,4165,43617
91723,9050,6300,458103,462500,5991,23400
91724,12720,8460,855111,865469,24429,59349
91730,30830,21420,1693981,1715223,16694,88323
91731,12010,10780,437081,441612,2647,18272
91732,25610,23820,866834,876816,7810,33012
91733,18270,18400,601109,607146,2390,19767
91737,11190,7200,1031009,1050683,38169,84335
91739,16010,13500,1451337,1476945,44103,125852
91740,12360,8160,745001,753608,8292,46337
91741,12300,7550,1240560,1259330,57377,111690
91744,37530,35890,1359997,1370408,4646,53502
91745,25940,16600,1654575,1680743,57474,116739
91746,13730,12720,572494,577878,10030,30246
91748,21330,13830,1187905,1210619,34231,86096
91750,16170,9340,1376161,1396122,35858,101317
91752,13530,12640,695182,703425,6105,42052
91754,17540,9230,1022376,1037335,79027,69178
91755,13950,7040,604645,614337,14635,32991
91761,26380,22960,1302316,1315708,17956,71707
91762,25910,24000,1068497,1079112,10820,46424
91763,16790,15880,674154,680316,5166,27835
91764,23450,23250,897947,905088,4257,32537
91765,22000,14000,1852057,1883119,141715,160136
91766,29410,29390,1170834,1182593,8691,53495
91767,21320,18690,867422,874801,9394,38901
91768,13290,12810,506723,511070,4122,22637
91770,28990,19200,1123112,1139231,22699,49831
91773,16570,9460,1290727,1308550,34774,100603
91775,11000,7210,877573,893930,50113,70864
91776,19160,11040,767063,780602,15235,37556
91780,16530,10690,997032,1014589,25184,67340
91784,12860,7440,1396325,1422732,52627,114226
91786,23680,16990,1189926,1204638,16531,57593
91789,20550,12760,1968707,2012102,228681,153878
91790,20780,15510,1035401,1045199,11963,56303
91791,15520,10670,1039141,1053951,32809,77059
91792,14100,9580,691615,698680,5211,35327
91801,25570,13830,1282068,1302128,28201,63693
91803,14560,8500,711307,721115,13153,37039
91901,7410,4530,661266,671603,24894,51570
91902,8680,5340,708310,719525,18384,50217
91905,660,450,31020,31209,257,1065
91906,1480,1170,71251,71994,206,3143
91910,37570,29600,1929735,1949340,29782,91489
91911,40650,37210,1722353,1735362,12273,62206
91913,20530,19860,1526423,1541108,16592,115829
91914,7040,7130,718466,727079,11062,63412
91915,12250,12380,941990,952209,10161,72516
91916,860,430,67090,68035,346,4890
91917,450,520,18309,18424,-22,667
91932,12520,9420,521584,526853,7783,16716
91934,250,210,8440,8467,0,245
91935,4240,2520,403952,411668,14573,34495
91941,15690,8630,1259158,1281823,54360,90466
91942,19690,9190,1127678,1141662,18400,56039
91945,12460,9060,561911,566657,4476,24879
91950,26220,24250,923665,930017,5035,22754
91962,880,470,65363,66163,1033,4203
91963,550,680,18543,18667,0,401
91977,27280,21700,1310845,1322955,13564,61072
91978,4580,3220,256089,258977,3742,13712
91980,950,1220,26797,27059,0,188
92003,2580,1570,241445,245901,12611,20288
92004,1330,770,69264,70468,4279,3924
92007,5940,2640,764654,781608,93270,74653
92008,14190,6450,1317452,1344497,130912,109821
92009,20220,13710,2876703,2932475,208646,283304
92010,7330,4660,694395,706028,24637,55049
92011,11160,6680,1404590,1434138,85219,129039
92014,7400,2950,1811488,1853690,286070,203689
92019,19990,13190,1487181,1508496,47692,100615
92020,25530,19280,1360044,1378610,34599,73635
92021,30040,22650,1498507,1515297,28188,75474
92024,25090,13210,3574279,3648563,423670,355811
92025,21250,18560,1177378,1196772,35800,68923
92026,23420,15720,1441714,1463136,54802,88335
92027,24700,21040,1293604,1308800,27085,71279
92028,21080,14670,1466691,1491519,101153,107689
92029,8850,4810,912272,929679,62570,76536
92036,1630,750,94683,96318,2322,6205
92037,18360,7470,4436516,4519851,715594,520625
92040,19870,12460,1223235,1235959,17316,63857
92054,18670,10610,1000571,1015936,29355,50242
92056,26560,15240,1627711,1649049,45100,90544
92057,26720,19410,1561426,1578648,28035,88254
92058,17320,14690,755419,762732,4958,21210
92059,870,850,86976,87365,58,2056
92061,1440,1210,118300,119846,9392,7744
92064,22350,14920,2548796,2592748,163363,228989
92065,16760,11030,1220609,1237938,33438,86662
92066,130,80,7000,7021,0,329
92069,21230,18160,1244812,1260064,27470,78018
92070,550,280,26085,26408,285,1201
92071,25780,15810,1652713,1669786,22967,91264
92075,6720,3310,1270927,1296085,142581,137963
92078,20480,14290,1756565,1783292,62813,145298
92081,13630,7360,933471,948553,25439,60480
92082,9000,6220,672173,683770,20324,47707
92083,17230,14480,701708,709624,5155,27262
92084,21700,16700,1221747,1241425,35565,73147
92086,530,250,22932,23102,121,917
92091,650,230,173689,177841,36857,22828
92101,20370,3530,1940277,1980899,145267,148077
92102,19930,15640,772157,781286,7072,23615
92103,19280,3760,1888266,1927252,174567,146266
92104,25020,9100,1474016,1496117,65154,93063
92105,29630,27970,934659,943373,3639,21330
92106,9520,4350,1264889,1290562,177676,120341
92107,15630,4630,1253773,1280749,59819,85252
92108,12480,2920,915657,929762,35220,52954
92109,26220,5530,2057136,2095871,112780,134155
92110,13300,5060,922454,938936,39665,58980
92111,22300,12980,1237906,1253878,33105,61095
92113,21260,24800,603505,607934,1593,9686
92114,30950,25420,1290398,1298778,6685,49198
92115,26040,15640,1277889,1295622,40487,64084
92116,18760,5460,1254935,1276592,79636,72027
92117,26670,12450,1762850,1789633,53148,103728
92118,8060,4480,1048228,1070419,113662,90738
92119,11770,6020,887480,899201,25646,54575
92120,13990,6670,1239273,1259322,42112,90013
92121,2450,1090,432131,438858,59118,40047
92122,18980,6350,1775836,1803384,95040,119526
92123,14760,7360,1038257,1051454,16101,60853
92124,13300,9710,1076381,1092888,42391,66659
92126,36570,21020,2371910,2395536,32143,124793
92127,18110,17000,2812079,2856372,185575,299150
92128,23550,12560,2284449,2318056,77064,169659
92129,24170,17240,2406062,2439321,73879,186355
92130,22990,18940,4864676,4955035,539977,547799
92131,16250,12200,2408997,2447619,163792,230410
92139,17070,13440,780750,785938,2728,28658
92154,41210,38740,1768017,1781471,13058,64459
92173,22300,26450,665329,670342,1946,11044
92201,24600,25780,980170,991586,27816,44295
92203,11630,8540,818961,830304,29665,61277
92210,1730,280,371226,379756,68430,50406
92211,11650,3570,932791,946984,78601,73377
92220,13360,9330,646330,651917,17655,24503
92223,21340,17640,1322822,1336335,22545,95414
92225,5540,5200,252384,254971,2093,11232
92227,10070,11520,510982,519790,9562,23638
92230,960,980,30160,30309,-17,546
92231,25230,30300,703183,709350,2800,14452
92233,1390,1750,56727,57192,74,1496
92234,21700,18540,875652,887487,16359,41245
92236,17700,24380,521419,524895,1550,14717
92240,14700,14220,467754,472902,3964,13678
92241,2660,1970,92873,93960,2873,2959
92242,380,170,13752,13816,44,350
92243,18900,20690,844735,853916,12046,36348
92249,2960,3940,112886,113662,16,3782
92250,3300,3550,166635,169546,2769,6660
92251,7990,9140,479361,483505,3498,24128
92252,3360,1830,135911,137835,3194,4868
92253,15930,9620,1383800,1410600,188600,119066
92254,7210,12020,172222,172812,5,1130
92256,1420,670,60051,61042,1401,2310
92257,490,400,15139,15211,28,282
92260,13450,6510,920637,938855,80538,70446
92262,11530,5230,777501,792345,79224,59083
92264,8740,2250,628552,640218,61048,48555
92270,7560,2110,946077,968225,105690,97483
92274,7360,10610,200333,201578,799,2988
92276,3380,2940,125801,127350,1286,4332
92277,8440,6420,361551,364737,4693,8263
92281,890,1010,29787,29954,0,541
92282,380,270,12553,12621,0,362
92283,1000,1200,28680,28779,0,189
92284,9050,6470,404176,409854,7486,15888
92285,630,360,20589,20786,297,462
92301,11720,15600,374576,378201,649,12614
92305,270,140,14269,14405,19,615
92307,15940,13020,871596,883161,16379,47713
92308,15500,12380,805555,815777,10876,42261
92309,250,360,7306,7306,0,0
92310,2940,2840,131160,132464,359,835
92311,11710,10770,481510,486310,2034,14776
92313,5740,3760,329924,333335,2893,17412
92314,3630,2030,171267,174476,5763,9891
92315,3370,1800,191224,195613,8085,14206
92316,13460,14540,472381,476604,2382,16939
92320,3910,2150,218783,221858,2743,12040
92324,24900,24180,976506,986014,10387,39314
92327,200,120,7328,7328,0,0
92328,220,30,7649,7716,0,0
92335,39600,45650,1299588,1309882,5431,37830
92336,40660,38960,2274396,2296217,14957,160015
92337,16730,16450,768425,774905,3723,49477
92339,480,240,31033,31488,152,1685
92342,2630,1830,155616,157366,1408,7748
92344,8300,8590,470644,475954,6040,27168
92345,30290,30310,1215037,1227492,9577,47331
92346,24310,20730,1489742,1503711,22506,82435
92347,240,210,9085,9157,0,223
92354,9610,6500,633981,644312,11982,37092
92356,1800,1390,63451,64154,380,1903
92358,350,160,19309,19427,-19,933
92359,3730,2870,190550,192637,3472,9326
92363,1780,1280,73542,74302,215,2469
92365,660,500,25867,26091,71,719
92368,290,330,9855,9924,0,249
92371,3700,3350,168511,170258,569,7968
92372,2000,1330,100959,101988,826,4967
92373,15880,8880,1480941,1511862,50552,110484
92374,17730,13270,1095454,1110276,17308,66425
92376,35130,38270,1216874,1225592,3840,45640
92377,9860,8460,507623,512103,2345,31168
92392,22230,23760,944837,953936,4770,41243
92394,12160,14730,474570,478899,2173,19831
92395,16080,15810,679744,688375,14219,30703
92397,2360,1320,170424,172798,6409,10248
92399,22820,16640,1428923,1448581,27316,89969
92401,630,810,14554,14730,0,316
92404,23780,24380,854320,861266,7763,33226
92405,11950,12340,390877,394130,1550,12105
92407,24460,23510,1101256,1110409,7450,55237
92408,5180,5500,184627,186614,619,5948
92410,18140,22640,485536,489323,1188,9465
92411,10290,12540,278187,280265,231,5351
92501,8820,7090,377278,381569,4366,15362
92503,36850,35740,1854016,1874420,17819,102744
92504,23120,19210,1179230,1193158,20901,61249
92505,20730,19440,909809,918628,7538,39474
92506,20620,12790,1814607,1846553,71281,139552
92507,21100,16810,915421,925320,14380,35398
92508,14760,12820,1097639,1112035,17304,78784
92509,31450,31690,1311173,1323335,6362,57807
92518,490,110,39477,39601,2825,1738
92530,21150,20450,957033,966055,6627,48926
92532,9380,9200,594980,601741,4731,46951
92536,1380,710,69737,70703,1205,3584
92539,1520,1040,63637,64553,1292,2252
92543,12580,11590,405654,409752,4238,12142
92544,17840,15120,824694,834822,14180,38622
92545,16180,11700,705872,712228,12660,31280
92548,2440,2390,84108,84957,548,2567
92551,13280,14420,506984,510856,810,20489
92553,29920,33020,1014864,1022649,2817,30905
92555,16920,15600,916017,924335,7159,56432
92557,22430,19620,1041125,1051024,6948,50792
92561,560,220,43782,44454,1541,3226
92562,26810,20800,2019823,2052357,63854,154906
92563,26160,24190,1684135,1705311,20560,119670
92567,3860,3680,188595,190284,1809,8445
92570,20280,23450,783709,792362,8719,36496
92571,21630,25950,827360,833443,905,39309
92582,6480,7330,292980,295603,1780,18247
92583,11610,12210,415210,418769,1460,15312
92584,19330,16620,1197386,1210132,15876,84894
92585,8630,8030,479130,483767,5807,32924
92586,9610,4250,400176,403884,7409,17086
92587,7290,5240,507503,515407,16314,35573
92590,1910,1330,203656,209084,8227,23781
92591,17560,14020,1201558,1220209,26262,80044
92592,32250,27760,2690502,2727690,88215,205472
92595,14030,10990,764158,773274,11630,46199
92596,10030,10220,660523,668016,7723,48930
92602,10520,8420,1285798,1310281,84984,116650
92603,8760,5820,3317347,3355405,275444,395987
92604,12780,7990,1124212,1146067,42984,81397
92606,9630,6700,944347,959694,37223,70982
92610,5380,4010,599130,608428,19621,50754
92612,11830,5010,1509211,1536848,146696,108375
92614,11950,7220,1204554,1229608,57125,96890
92617,3290,1350,349955,353257,9145,20515
92618,14930,9500,1827271,1858336,69436,163732
92620,22790,16910,2696579,2745925,123183,249602
92624,3790,1960,387475,394674,46929,32720
92625,6620,2150,2497231,2544390,542416,322563
92626,24720,12610,1987232,2020555,102733,140151
92627,30210,21150,1899273,1933426,79359,114397
92629,14070,6330,1823937,1867562,195182,183841
92630,31190,19670,2388905,2423350,78885,164858
92637,9630,420,583190,588919,61096,30247
92646,28870,14440,2563700,2606130,86871,198122
92647,28630,18190,1968164,1994452,58153,125696
92648,24000,10960,2950056,3005282,170113,273163
92649,17830,7810,2127447,2163147,167318,192351
92651,12080,4720,3882989,3947836,661328,495339
92653,14950,9330,1825226,1858688,122757,174097
92655,3880,3100,133747,135466,1977,4725
92656,24530,16080,2400635,2437818,106041,196733
92657,4550,2510,2239643,2284553,366743,309512
92660,17290,8580,4988240,5078928,1035579,563127
92661,1900,470,465040,473956,96295,57780
92662,1490,410,358832,368253,79633,44694
92663,11120,3610,1923209,1962381,350061,201743
92672,18350,10280,1781119,1816298,146957,150314
92673,13160,10060,2031071,2071891,133450,208264
92675,16620,12030,2003419,2042600,171372,198462
92676,960,410,104840,107603,3185,8857
92677,31580,17930,4022653,4104419,405064,373288
92679,14750,10500,2863854,2916808,318358,297657
92683,42840,29890,2041979,2069405,30916,111687
92688,21250,15760,1936635,1963816,61975,158742
92691,23800,14430,1915617,1943818,46030,136447
92692,23470,13390,2388123,2427138,102850,197736
92694,10620,11080,1808904,1840885,95586,202240
92701,20870,27400,702191,707990,8673,20975
92703,28130,33210,862193,869060,4571,21522
92704,39500,40780,1520280,1535194,11477,56140
92705,21200,16290,2559319,2607314,231296,242522
92706,16140,16510,836055,846262,20985,47487
92707,27790,29990,1073076,1082819,6271,40214
92708,27640,15850,2125680,2159770,73884,148728
92780,27000,21950,1518262,1539299,46064,80534
92782,12660,8550,1607960,1641323,85755,154615
92801,28600,27530,1116426,1126505,9481,41586
92802,18370,17840,785750,792153,23536,33169
92804,38290,32900,1611095,1626729,13468,68254
92805,31740,34240,1275238,1286124,14130,53441
92806,18360,14760,956059,966962,12417,49140
92807,17940,10920,1892863,1926542,81677,162867
92808,9590,6160,1087236,1109353,34039,96460
92821,18830,11900,1501541,1524101,42154,109929
92823,1990,1480,221667,225350,9915,22457
92831,15640,10230,1073622,1088978,35937,73486
92832,11430,8680,558585,565514,7019,26131
92833,23680,18720,1557763,1584529,51613,105238
92835,11730,6910,1307246,1330004,63139,113017
92840,24970,20290,1084770,1096773,9598,52368
92841,15290,11620,680957,689657,15336,34504
92843,20370,18060,760450,769062,4755,31980
92844,10780,8140,407203,412430,3003,16270
92845,8160,4880,637389,643646,11702,46710
92860,10820,7010,834072,844921,27325,61711
92861,2870,1550,674133,688761,69860,75014
92865,9920,7060,656262,665115,10810,42781
92866,7020,4400,421675,427660,11764,22858
92867,20260,17630,1785266,1813087,59976,146564
92868,10760,7590,596046,603313,16217,42728
92869,18160,13130,1693666,1722048,121616,142710
92870,24820,18700,1721420,1743546,43491,118386
92879,20630,18970,1097308,1109743,6556,60058
92880,28270,28170,2094171,2118692,30118,176861
92881,12800,11050,1066231,1082260,19725,88846
92882,29450,26820,1778394,1797956,21584,114751
92883,13300,11060,1105194,1120791,24089,94925
92886,22770,14810,2969077,3023253,289023,289799
92887,9890,6170,1319565,1348164,72555,131722
93001,15610,9930,1051897,1074403,68890,72132
93003,24390,13920,1765568,1800259,76644,112835
93004,13980,9190,972401,987071,21394,58800
93010,20740,12370,1765707,1796168,96667,129075
93012,16610,9340,1789486,1820405,115531,155999
93013,7800,5440,643274,655485,45137,51495
93015,7530,7960,379759,383957,3493,19043
93021,17650,13300,1568944,1593575,46997,132779
93022,3020,1790,227809,232493,11928,17394
93023,9360,4840,821578,843668,106291,66351
93030,26110,31830,1109218,1118504,12671,48260
93033,37030,51860,1294455,1301349,5961,35820
93035,13500,8330,975807,992707,46506,67630
93036,20030,19220,1039755,1050933,15229,58426
93041,10020,8670,455880,460402,7237,18352
93060,14630,15620,687094,694329,18682,32170
93063,26530,16250,1968719,1996037,33204,141258
93065,34550,22930,2756766,2800363,68186,212274
93066,1640,1110,202467,206801,8623,18353
93101,15610,9900,1092295,1115911,137404,75300
93103,9360,6080,709921,724736,64733,54360
93105,12560,5210,1407012,1442634,192757,119814
93108,4770,1900,2065697,2098805,590267,263732
93109,5270,1830,636496,651570,77211,61458
93110,7780,4080,964737,982693,133597,97789
93111,9030,4880,872601,890297,48881,70622
93117,18030,10350,1264578,1285419,62477,79833
93202,1580,1930,55090,55410,-24,1022
93203,7810,11890,224026,225044,292,3448
93204,3880,7180,115249,115778,2609,2473
93205,660,330,22708,22846,659,527
93206,830,1170,43608,45430,916,2961
93210,5030,5640,248632,250852,1348,10352
93212,5020,6890,199511,201788,1768,7033
93215,18030,22490,649865,657533,2388,22423
93219,3820,5460,97465,98104,74,884
93221,5800,5120,350488,356642,12217,18886
93223,3760,5040,109388,110038,-18,1700
93224,170,140,7941,7941,0,141
93225,1990,1130,103355,104673,1468,5107
93226,100,50,6408,6434,0,312
93230,25460,24750,1376346,1398549,54621,66818
93235,1630,2010,46344,46687,49,708
93238,670,270,38722,39364,3097,2286
93239,560,1000,15734,15815,0,133
93240,2070,1330,86936,87851,1420,3259
93241,7110,11060,186712,187416,50,1860
93242,1360,1730,67070,68436,3051,2231
93243,620,430,29072,29430,139,1354
93244,200,140,13055,13199,295,938
93245,14570,13260,801160,811628,17106,32842
93247,6470,8170,217652,220296,3099,6075
93249,1050,2330,32575,32642,0,297
93250,5220,7580,168134,169267,3336,3968
93252,500,470,21142,21334,124,631
93254,280,360,12145,12194,22,303
93255,190,100,7502,7548,0,222
93256,1890,3170,57451,57959,989,915
93257,26990,30880,1075121,1086674,16012,36696
93263,7660,10530,331585,336643,1758,13395
93265,1620,880,120733,122763,7637,8407
93266,610,820,35230,35542,7728,643
93267,2260,2800,83623,84596,1200,2918
93268,6040,7500,289417,291821,1929,12215
93270,2370,3040,87160,88237,1491,3091
93271,1080,440,75332,76899,3956,4483
93272,1270,2230,56201,60419,18079,3362
93274,26520,32020,1282007,1309845,57099,62601
93277,21220,17190,1128117,1146510,29334,53808
93280,8450,11930,342594,347288,1739,14056
93283,560,290,21024,21202,139,680
93285,790,320,33674,34056,642,1388
93286,3460,4060,125991,127455,962,3810
93291,21160,23080,1325805,1354229,47340,85653
93292,15800,14380,832483,845965,12607,41597
93301,5000,3980,260857,266451,10791,18673
93304,18470,20850,579457,584238,2552,13636
93305,12540,15250,398129,401967,2838,10809
93306,27360,27800,1398136,1415252,16710,70696
93307,30340,39730,947234,956264,3351,26179
93308,19860,15720,1134699,1150763,21290,65140
93309,25150,19880,1353609,1370914,52577,75116
93311,18960,16250,1820368,1860639,55456,149599
93312,23650,20060,1969518,1997000,28688,146202
93313,20360,21140,1072539,1083676,13399,53209
93314,11620,10170,1226515,1247940,37472,109107
93401,14120,5740,1211497,1240156,87694,89880
93402,6810,3210,436354,445535,18729,27870
93405,7930,3150,580337,592088,58143,40905
93420,13460,6990,1130362,1154071,62722,86663
93422,14240,7790,972910,990504,35951,62479
93426,460,260,32413,32989,348,2131
93427,2900,1920,203153,207950,9189,12604
93428,3280,1240,231922,237968,15922,18359
93430,1540,470,125847,129021,8192,9970
93432,670,360,49857,50749,3561,3882
93433,5980,3590,329768,334314,6086,16743
93434,3100,3840,111834,112334,151,2592
93436,22490,17480,1185838,1199021,19020,52015
93437,1290,1320,60346,60809,445,371
93442,5180,2100,321707,328363,20275,19353
93444,9960,6360,715772,728558,40210,49583
93445,2900,2210,124791,126284,1721,4402
93446,19500,14260,1241593,1262603,41650,81609
93449,4030,1300,380051,389025,23537,30949
93450,260,360,18667,18736,317,1793
93451,1870,1930,94738,95928,2852,4705
93452,220,200,9282,9340,26,230
93453,1300,670,82272,83894,4238,5017
93454,16750,18020,776466,784418,19718,32773
93455,19840,13180,1393283,1414569,33028,91361
93458,24880,40190,848054,852862,2702,19125
93460,2850,1440,371848,380146,27985,34832
93461,630,830,27849,28114,391,1035
93463,3620,1870,397084,405156,32888,35301
93465,4790,3160,398812,409674,22360,31963
93501,1700,1580,62408,63027,158,1738
93505,4020,3510,177872,179558,756,5912
93510,3560,1920,315883,320217,5171,27190
93513,770,410,40603,40933,425,1406
93514,5880,3490,359216,365339,12741,18132
93516,580,540,26907,27042,-24,552
93517,330,190,17222,17339,278,697
93518,420,190,23149,23528,553,1020
93523,1190,1390,72674,73256,483,1322
93526,290,120,17490,17586,124,665
93527,910,490,55067,55486,473,2365
93531,250,130,33510,33923,1417,3171
93532,1160,630,70629,71303,438,4282
93534,15610,13740,612001,618588,3905,25081
93535,28240,30830,1003850,1012924,6129,41647
93536,27790,22430,1791760,1812942,25430,120967
93543,5030,4980,202770,204807,2495,8736
93544,400,150,20408,20563,469,967
93545,870,550,44793,45085,205,1668
93546,4360,2840,263748,271213,12099,17486
93550,29630,32140,1019282,1028734,2702,42785
93551,22490,18160,1591885,1610971,20289,117970
93552,15920,17560,645446,650744,1272,36145
93553,760,440,39272,39685,299,2057
93555,13480,9370,829900,838338,9978,37491
93560,7900,6700,409176,412889,2970,18880
93561,11870,8320,767823,777007,17778,44510
93562,490,420,22185,22284,-17,508
93591,2350,2570,78559,79383,82,2510
93601,830,430,49137,49717,1242,2594
93602,1380,870,85844,86970,1028,4325
93604,350,80,24731,25264,495,1717
93608,470,820,13739,13759,0,70
93609,2240,2840,156661,162381,3472,7199
93610,6100,7080,325276,334534,25475,17056
93611,20030,15310,1451000,1470857,40672,87069
93612,14710,11020,590183,596548,8602,17274
93614,4760,2730,297066,301516,6773,16272
93615,2180,3110,56179,56538,35,796
93616,1060,1240,32486,33031,92,694
93618,11450,14530,406020,409671,4883,12058
93619,15650,13200,1737142,1769018,47908,141754
93620,3560,3870,185908,189900,19239,7519
93621,180,120,7137,7167,0,224
93622,4000,4910,194587,199262,5640,11712
93625,3310,3210,166429,169054,2932,8176
93626,840,540,143208,145020,3271,9605
93628,120,110,4415,4455,0,0
93630,7540,9540,342675,350993,4822,13839
93631,6960,6110,499412,510672,14139,32982
93635,16790,20410,788503,798170,18588,31585
93636,5040,3580,372849,380144,7691,22943
93637,15270,16780,814340,828883,44216,39934
93638,18830,29670,595743,599835,2693,14086
93640,5490,8900,144459,144991,73,1602
93641,150,60,8423,8446,0,322
93643,1220,660,65976,67246,2301,3114
93644,3920,2010,219207,223762,4781,11827
93645,140,70,12551,12611,1304,763
93646,3560,5050,103644,105090,194,1588
93647,4250,5840,117523,118404,1080,1868
93648,6110,8820,176773,178139,1810,2674
93650,1720,1620,63679,64402,330,2814
93651,840,470,61281,62158,872,3443
93652,300,460,8542,8560,0,0
93653,440,240,23179,23616,429,1197
93654,12540,14390,555572,563155,19905,22656
93656,2280,2940,111750,115065,4802,5278
93657,14540,15150,718886,727728,20172,34084
93660,1630,2670,48634,48865,0,476
93662,12510,14460,487795,495611,9288,19215
93664,320,100,33849,34450,1927,2677
93667,940,670,56072,56809,461,2685
93668,470,570,26559,27582,195,1485
