,0
Zipcode[T.73075],54263.91178323581
Zipcode[T.73084],-78271.40767344773
Zipcode[T.73086],-64957.73021413571
Zipcode[T.73089],-53930.28997977676
Zipcode[T.73098],-79895.18726826955
Zipcode[T.73116],-107427.07102651197
Zipcode[T.73117],-75438.42141944794
Zipcode[T.73118],-104021.56406633821
Zipcode[T.73120],-1109.2725226035132
Zipcode[T.73121],-152928.74952470724
Zipcode[T.73122],-73073.53303978383
Zipcode[T.73128],-88202.4278182572
Zipcode[T.73130],-20411.317868659517
Zipcode[T.73132],-74761.8302314202
Zipcode[T.73142],-97315.53962881252
Zipcode[T.73145],-93643.24952733722
Zipcode[T.73149],-87676.01436429886
Zipcode[T.73151],-36170.612547976445
Zipcode[T.73162],-91481.27547034922
Zipcode[T.73169],11556.181651628436
Zipcode[T.73173],55953.52795503493
Zipcode[T.73179],-23997.050147831364
Zipcode[T.73448],-275428.3129032799
Zipcode[T.73449],-232631.09368449353
Zipcode[T.73450],-110098.60980808965
Zipcode[T.73456],-268086.0401035915
Zipcode[T.73461],-246005.46450866343
Zipcode[T.73463],-247534.3393618761
Zipcode[T.73644],-247567.83997162015
Zipcode[T.73650],-291508.63462212944
Zipcode[T.73720],-266414.8556242152
Zipcode[T.73749],-320868.03271076304
Zipcode[T.73750],-241881.63122678487
Zipcode[T.73760],-292340.5147990564
Zipcode[T.73843],-257226.84533985207
Zipcode[T.73931],-247265.63360915333
Zipcode[T.73933],-199417.0475293674
Zipcode[T.73938],-90668.94209562331
Zipcode[T.73944],-274162.4882383755
Zipcode[T.73945],-261759.86519519304
Zipcode[T.73947],-264985.3403997322
Zipcode[T.73950],-248656.75183287918
Zipcode[T.74002],-252964.85691996664
Zipcode[T.74003],-213769.1017948312
Zipcode[T.74055],-197068.8681338642
Zipcode[T.74056],-176316.71379665972
Zipcode[T.74075],-216632.15941800445
Zipcode[T.74081],-230914.612197373
Zipcode[T.74083],-237512.85528349187
Zipcode[T.74084],-191321.02061532284
Zipcode[T.74107],28696.711713730336
Zipcode[T.74108],-10468.578812718019
Zipcode[T.74112],25771.797191630794
Zipcode[T.74115],31029.990439665784
Zipcode[T.74119],-21162.710196220218
Zipcode[T.74120],4248.8281296669065
Zipcode[T.74126],-4886.675839829685
Zipcode[T.74127],51282.571266371735
Zipcode[T.74131],40578.062930311746
Zipcode[T.74134],-8936.24722868583
Zipcode[T.74135],33903.117190628735
Zipcode[T.74136],37280.618540149204
Zipcode[T.74145],187668.64958221075
Zipcode[T.74339],-39400.74883343504
Zipcode[T.74342],4263.632872796705
Zipcode[T.74343],-25114.435333400234
Zipcode[T.74344],70556.18471089285
Zipcode[T.74346],111218.52022143189
Zipcode[T.74366],-44776.82458791625
Zipcode[T.74369],-58982.379878623615
Zipcode[T.74403],-8833.396408711971
Zipcode[T.74425],-16443.211820589342
Zipcode[T.74427],-20820.80063518932
Zipcode[T.74428],8765.093032954646
Zipcode[T.74437],-9163.189519581007
Zipcode[T.74442],-57441.88557981954
Zipcode[T.74455],-38330.223917902855
Zipcode[T.74464],13461.597847946885
Zipcode[T.74467],28940.666783676603
Zipcode[T.74470],-39516.494566751586
Zipcode[T.74471],-41969.226191447364
Zipcode[T.74523],25022.753253976138
Zipcode[T.74531],-26300.51894047818
Zipcode[T.74553],-4010.240230751152
Zipcode[T.74555],3868.249255664272
Zipcode[T.74558],-17752.292616221956
Zipcode[T.74561],2487.269186658024
Zipcode[T.74569],137675.8686686073
Zipcode[T.74646],-66121.3434028814
Zipcode[T.74647],-52932.25709721155
Zipcode[T.74650],-56650.3231494702
Zipcode[T.74653],-13545.451567652986
Zipcode[T.74726],-28161.230861401473
Zipcode[T.74729],-42319.9039962719
Zipcode[T.74730],-32604.47344242338
Zipcode[T.74731],-37319.02602899588
Zipcode[T.74734],-55304.39821110843
Zipcode[T.74735],-37693.60357388211
Zipcode[T.74736],-52372.221858828925
Zipcode[T.74740],-46489.20591533129
Zipcode[T.74743],-43670.12333745399
Zipcode[T.74820],41519.08671499801
Zipcode[T.74825],-26353.355319539594
Zipcode[T.74829],-13985.327354340776
Zipcode[T.74832],-34608.41144429122
Zipcode[T.74834],-26536.767817947675
Zipcode[T.74848],1793.06554556759
Zipcode[T.74855],10779.755881971987
Zipcode[T.74859],-5834.190151183082
Zipcode[T.74901],-80423.05624218864
Zipcode[T.74940],15508.615596632446
Zipcode[T.74948],-830.822751164944
Zipcode[T.75009],-35180.29463310386
Zipcode[T.75022],-59668.37897249423
Zipcode[T.75032],-25031.348711725746
Zipcode[T.75038],7797.596338488758
Zipcode[T.75042],-39490.70561715618
Zipcode[T.75116],-13424.477460792836
Zipcode[T.75201],-9462.903436998464
Zipcode[T.75204],22293.101013356274
Zipcode[T.75210],-71701.90541914542
Zipcode[T.75215],4500.879817808222
Zipcode[T.75219],61152.53413944425
Zipcode[T.75229],-12709.44313359716
Zipcode[T.75401],331.60685600861797
Zipcode[T.75436],-97749.47690159701
Zipcode[T.75468],-25420.48204414955
Zipcode[T.75477],96570.53320592457
Zipcode[T.75486],57028.079681764146
Zipcode[T.75495],1769.7374013243502
Zipcode[T.75558],-31353.53607608158
Zipcode[T.75559],62357.77012209066
Zipcode[T.75561],69840.25442369902
Zipcode[T.75566],-86393.62162770955
Zipcode[T.75567],-45363.78017915613
Zipcode[T.75568],-33599.98594050928
Zipcode[T.75569],-71764.91268007338
Zipcode[T.75570],-33454.594637730916
Zipcode[T.75571],-39794.916951952604
Zipcode[T.75572],-27634.073188985123
Zipcode[T.75574],4386.985354810994
Zipcode[T.75603],-37328.72405528312
Zipcode[T.75630],10578.15032888012
Zipcode[T.75651],-37594.46416982737
Zipcode[T.75667],-22746.454887183914
Zipcode[T.75668],-10240.514735647872
Zipcode[T.75681],-58083.05831753849
Zipcode[T.75691],-28089.807332928307
Zipcode[T.75705],108384.53746960829
Zipcode[T.75706],4332.973915493241
Zipcode[T.75707],-5065.762748347629
Zipcode[T.75708],-43658.165129050605
Zipcode[T.75755],-16056.329665657358
Zipcode[T.75862],24026.09412810664
Zipcode[T.75901],1097.1341012580838
Zipcode[T.75904],-16497.289699119938
Zipcode[T.75931],-44350.93161742469
Zipcode[T.76180],17895.60021146896
Zipcode[T.76228],-19305.196807270975
Zipcode[T.76233],24771.08872619674
Zipcode[T.76234],23908.908801794172
Zipcode[T.76270],5108.488615988859
Zipcode[T.76302],-16407.874459692757
Zipcode[T.76457],-23517.627713265247
Zipcode[T.76462],21404.14336384378
Zipcode[T.76463],89430.83941339438
Zipcode[T.76464],140657.28251279148
Zipcode[T.76471],31577.365966368878
Zipcode[T.76484],-43470.21089236422
Zipcode[T.76486],-2524.0956721910898
Zipcode[T.76501],-1545.357943767461
Zipcode[T.76504],-17336.22902740619
Zipcode[T.76511],25677.24948904184
Zipcode[T.76520],-19213.656739036236
Zipcode[T.76522],47748.461239305514
Zipcode[T.76524],-41905.83611954159
Zipcode[T.76528],40201.982289128006
Zipcode[T.76531],28093.402655266145
Zipcode[T.76534],-10670.055885115446
Zipcode[T.76539],-26955.861323630663
Zipcode[T.76542],31565.231553900452
Zipcode[T.76544],-16787.95834905414
Zipcode[T.76548],-32624.741136365126
Zipcode[T.76549],41848.868099426385
Zipcode[T.76550],45601.68497917531
Zipcode[T.76557],-10496.858617690308
Zipcode[T.76571],13690.24808511974
Zipcode[T.76577],30969.026054695358
Zipcode[T.76621],-44271.6239484831
Zipcode[T.76626],-53655.3568853949
Zipcode[T.76632],-10236.528636593379
Zipcode[T.76637],-69890.97069734363
Zipcode[T.76639],-29191.76449453061
Zipcode[T.76643],-29818.38247145704
Zipcode[T.76648],-41053.25574860262
Zipcode[T.76657],-21198.020020397333
Zipcode[T.76661],-4122.566247980633
Zipcode[T.76667],-13012.765652966833
Zipcode[T.76670],-35038.68563186945
Zipcode[T.76671],-56793.61524586942
Zipcode[T.76682],35162.29342738915
Zipcode[T.76689],-29709.1585824985
Zipcode[T.76690],-22760.969986123666
Zipcode[T.76692],-5590.495676163625
Zipcode[T.76704],-28130.526564067302
Zipcode[T.76706],854.6625705594694
Zipcode[T.76802],-43653.19161303825
Zipcode[T.76837],-75783.30537930146
Zipcode[T.76844],-80328.82318197406
Zipcode[T.76861],-68529.58530423079
Zipcode[T.76866],-25206.162354050237
Zipcode[T.76890],-92874.07485382214
Zipcode[T.76936],-6425.568570410454
Zipcode[T.76941],85851.58299667774
Zipcode[T.76943],-24088.692658494314
Zipcode[T.76945],157528.90738873
Zipcode[T.76950],-76122.32985584364
Zipcode[T.76957],-59201.31153235875
Zipcode[T.77002],-78766.22664693258
Zipcode[T.77003],-76629.32633796033
Zipcode[T.77004],-41605.91822447166
Zipcode[T.77005],-95234.01884750208
Zipcode[T.77006],11624.23630717173
Zipcode[T.77007],74086.17406794167
Zipcode[T.77009],-30244.311299940284
Zipcode[T.77010],-93962.92607063959
Zipcode[T.77011],-64263.05807069562
Zipcode[T.77012],-76116.69766067887
Zipcode[T.77013],-81494.58741288188
Zipcode[T.77016],82157.01008285595
Zipcode[T.77017],-38556.16218320619
Zipcode[T.77018],14853.992620994693
Zipcode[T.77019],-41534.51402742187
Zipcode[T.77020],-56108.966799057314
Zipcode[T.77021],-17243.432556735657
Zipcode[T.77022],74752.4776985254
Zipcode[T.77023],-42091.73542463055
Zipcode[T.77024],-285.3049609479225
Zipcode[T.77025],-34657.07562775136
Zipcode[T.77026],2133.114412287111
Zipcode[T.77027],-65824.6657487317
Zipcode[T.77028],-68916.20604119026
Zipcode[T.77029],-36483.81914975421
Zipcode[T.77030],-10678.795353271658
Zipcode[T.77031],33790.01175953842
Zipcode[T.77032],-64336.44373274865
Zipcode[T.77033],67261.2160750378
Zipcode[T.77034],-21243.313757087773
Zipcode[T.77035],-40806.982670278296
Zipcode[T.77036],83180.59228282004
Zipcode[T.77037],-73445.82735899325
Zipcode[T.77038],18786.347943387544
Zipcode[T.77039],93318.5668475434
Zipcode[T.77040],86818.68830928461
Zipcode[T.77041],114306.172294375
Zipcode[T.77042],29736.774151749316
Zipcode[T.77043],63429.03649874544
Zipcode[T.77044],-51230.13121006643
Zipcode[T.77045],111890.21473194803
Zipcode[T.77046],-40228.317967004135
Zipcode[T.77047],97954.47359705565
Zipcode[T.77048],49069.952208253715
Zipcode[T.77063],60442.59516849275
Zipcode[T.77064],113019.33555215689
Zipcode[T.77065],-9141.348161367665
Zipcode[T.77068],18664.77571076225
Zipcode[T.77070],25496.54158536482
Zipcode[T.77071],14780.140107108613
Zipcode[T.77073],-26415.804059194015
Zipcode[T.77075],-218.8505646131184
Zipcode[T.77076],13831.938213073367
Zipcode[T.77077],70434.265650855
Zipcode[T.77078],602.0984503434875
Zipcode[T.77080],111421.96253454113
Zipcode[T.77081],46593.33232087879
Zipcode[T.77083],191367.49650461692
Zipcode[T.77085],-11115.141370453099
Zipcode[T.77086],2957.4651282294317
Zipcode[T.77089],-27101.26503511156
Zipcode[T.77091],39833.86808527591
Zipcode[T.77092],5943.416754063655
Zipcode[T.77093],5281.601892894456
Zipcode[T.77094],36116.66027513991
Zipcode[T.77096],19118.21018560232
Zipcode[T.77098],75489.1366929759
Zipcode[T.77331],-11185.042204486559
Zipcode[T.77335],-58239.51095638392
Zipcode[T.77336],-63238.225180533984
Zipcode[T.77338],9398.025197878082
Zipcode[T.77345],-49476.85258256388
Zipcode[T.77351],-17044.18556617932
Zipcode[T.77355],5756.501917830356
Zipcode[T.77362],-65204.74137838258
Zipcode[T.77377],-38303.684960242004
Zipcode[T.77378],-51013.71268220558
Zipcode[T.77379],34283.814737945344
Zipcode[T.77381],-43745.23204799296
Zipcode[T.77382],-62682.58735198562
Zipcode[T.77389],-47039.54524914903
Zipcode[T.77396],56379.12501643472
Zipcode[T.77414],109121.90689150179
Zipcode[T.77418],-27294.320172439813
Zipcode[T.77422],65096.54793805136
Zipcode[T.77423],26868.900425201355
Zipcode[T.77430],-27328.217584893533
Zipcode[T.77433],33404.41342127584
Zipcode[T.77434],45697.18459795515
Zipcode[T.77441],-10505.41213030773
Zipcode[T.77455],-29417.8588986924
Zipcode[T.77471],52671.7822265027
Zipcode[T.77480],-9499.438892311799
Zipcode[T.77486],-57110.13707560779
Zipcode[T.77489],266535.8630985521
Zipcode[T.77502],-40298.102028325484
Zipcode[T.77503],-32786.12885353579
Zipcode[T.77504],-8401.46568641366
Zipcode[T.77506],-38910.474664503876
Zipcode[T.77510],-40335.857237246164
Zipcode[T.77514],-72191.67040718145
Zipcode[T.77515],-22320.112362965025
Zipcode[T.77517],71975.10776655862
Zipcode[T.77518],-47753.512582317715
Zipcode[T.77521],28198.749558142597
Zipcode[T.77523],-70208.69893427586
Zipcode[T.77530],-44676.79587573369
Zipcode[T.77531],-24258.72752980877
Zipcode[T.77532],66178.31849507982
Zipcode[T.77534],125909.10835059939
Zipcode[T.77535],72680.17236600426
Zipcode[T.77536],28566.035057078676
Zipcode[T.77538],31385.523357310805
Zipcode[T.77539],32392.525048766234
Zipcode[T.77546],58857.158921436254
Zipcode[T.77565],-1551.0581892385155
Zipcode[T.77566],-22151.339441160897
Zipcode[T.77571],-11390.908612736683
Zipcode[T.77575],9837.695081857895
Zipcode[T.77577],-7061.387526987937
Zipcode[T.77584],-262.1143045601873
Zipcode[T.77585],-35916.63262694416
Zipcode[T.77587],-17055.3474517955
Zipcode[T.77598],5598.987287870374
Zipcode[T.77616],-66586.48884951048
Zipcode[T.77622],-9061.835399070816
Zipcode[T.77625],-27632.936547931768
Zipcode[T.77630],4799.203910711614
Zipcode[T.77632],-3664.3384464050046
Zipcode[T.77651],-5938.4052657320835
Zipcode[T.77655],-58101.26168039527
Zipcode[T.77656],-12727.466632944845
Zipcode[T.77660],-11595.538482550877
Zipcode[T.77664],-42075.975665788916
Zipcode[T.77665],-59690.74343640045
Zipcode[T.77705],-43028.47225519553
Zipcode[T.77830],-40718.948474912955
Zipcode[T.77833],5976.102208689858
Zipcode[T.77840],35271.36496578265
Zipcode[T.77864],-41034.39560375727
Zipcode[T.77871],-749.3841277155042
Zipcode[T.77974],-40246.250434254696
Zipcode[T.77983],-26663.006342624234
Zipcode[T.77984],3906.247191550807
Zipcode[T.77990],-47155.2434223187
Zipcode[T.78002],45937.19926859465
Zipcode[T.78003],24694.91471391398
Zipcode[T.78005],-37805.42273082796
Zipcode[T.78006],70924.75844484736
Zipcode[T.78010],-38936.397975184744
Zipcode[T.78015],18067.62917605519
Zipcode[T.78016],-20273.840057300913
Zipcode[T.78046],-29313.52234504256
Zipcode[T.78114],26949.783210568068
Zipcode[T.78148],17037.827087718462
Zipcode[T.78151],-47582.01990663491
Zipcode[T.78154],27858.077952922642
Zipcode[T.78159],-17075.802508303892
Zipcode[T.78161],-1376.4173139408224
Zipcode[T.78201],35192.78293437873
Zipcode[T.78202],-47509.88633626342
Zipcode[T.78204],-26032.18769566443
Zipcode[T.78213],42623.39020822104
Zipcode[T.78217],29212.17679682154
Zipcode[T.78219],12803.72261496991
Zipcode[T.78222],6583.622226398992
Zipcode[T.78223],34669.03820257553
Zipcode[T.78226],-30720.485389611273
Zipcode[T.78227],-5686.414711383571
Zipcode[T.78228],49061.718516615576
Zipcode[T.78229],41341.380004644874
Zipcode[T.78233],37970.06113806539
Zipcode[T.78237],20087.769967188167
Zipcode[T.78239],26218.502818193592
Zipcode[T.78240],106371.19083061429
Zipcode[T.78242],-4087.061168102643
Zipcode[T.78244],-23155.902516560644
Zipcode[T.78245],32143.56477788847
Zipcode[T.78249],92416.18967448866
Zipcode[T.78250],46707.621028080204
Zipcode[T.78253],-7525.3535705855775
Zipcode[T.78257],-20325.8423322246
Zipcode[T.78258],-2025.126329412075
Zipcode[T.78260],-23778.193778704273
Zipcode[T.78261],-11471.476229321454
Zipcode[T.78344],-53927.989410617694
Zipcode[T.78353],-56861.97547384306
Zipcode[T.78355],-37952.096148665085
Zipcode[T.78363],-27350.106020443403
Zipcode[T.78375],-64814.47178331786
Zipcode[T.78377],-41325.60620710777
Zipcode[T.78391],-60146.490172740676
Zipcode[T.78393],-41327.79164608951
Zipcode[T.78405],-18871.09194679221
Zipcode[T.78409],36926.85958736827
Zipcode[T.78412],82575.25626610123
Zipcode[T.78415],18889.64269010459
Zipcode[T.78501],2567.758209200801
Zipcode[T.78520],-29641.3099492307
Zipcode[T.78536],-29031.001784761727
Zipcode[T.78560],-61364.851263559634
Zipcode[T.78574],-53643.397967096265
Zipcode[T.78575],-52116.39678472748
Zipcode[T.78576],-30835.455056905357
Zipcode[T.78583],-26851.02949889141
Zipcode[T.78584],63054.039412255675
Zipcode[T.78586],-3755.368850544098
Zipcode[T.78591],22868.688746650172
Zipcode[T.78593],-49138.13372267653
Zipcode[T.78597],-14300.100980674248
Zipcode[T.78611],-35375.126990604476
Zipcode[T.78612],16633.573707039643
Zipcode[T.78623],-38180.952149119315
Zipcode[T.78624],6780.704781547679
Zipcode[T.78629],29570.50025241864
Zipcode[T.78634],-33069.0524336157
Zipcode[T.78636],-36550.22837437056
Zipcode[T.78639],-46182.70395502337
Zipcode[T.78642],11991.998308042994
Zipcode[T.78655],-36758.45241104557
Zipcode[T.78656],-23067.20541488919
Zipcode[T.78669],-37553.32828450172
Zipcode[T.78671],-64031.678356817996
Zipcode[T.78701],-948.0414549532169
Zipcode[T.78702],22867.90519199606
Zipcode[T.78704],165577.69820516804
Zipcode[T.78705],14527.160663195027
Zipcode[T.78730],-35913.698671508464
Zipcode[T.78731],4564.572092971721
Zipcode[T.78734],16829.45941042852
Zipcode[T.78741],130995.61595824806
Zipcode[T.78840],-747.6334908646008
Zipcode[T.78870],-41785.76251148213
Zipcode[T.78873],-50144.29194058067
Zipcode[T.78931],-20725.132883127862
Zipcode[T.78932],37768.02360876999
Zipcode[T.78933],25102.6194640552
Zipcode[T.78935],-31537.124053328243
Zipcode[T.78938],13850.22408672957
Zipcode[T.78940],38841.1531704122
Zipcode[T.78942],-55167.68554703532
Zipcode[T.78945],99339.88565325076
Zipcode[T.78946],119562.22161395752
Zipcode[T.78947],-41965.714306801
Zipcode[T.78948],-5029.193896261439
Zipcode[T.78949],14629.752289432296
Zipcode[T.78954],-39812.82890139616
Zipcode[T.78956],-29130.087666319385
Zipcode[T.78957],36671.60762985358
Zipcode[T.78959],74088.96346535704
Zipcode[T.78962],-80464.47679774417
Zipcode[T.79001],-34812.245671234225
Zipcode[T.79009],-9269.603751261067
Zipcode[T.79012],-6695.251371988904
Zipcode[T.79013],-16230.383177935713
Zipcode[T.79022],-14387.038567904116
Zipcode[T.79024],-41534.648933562785
Zipcode[T.79027],49761.3746371532
Zipcode[T.79029],114412.50058597745
Zipcode[T.79031],33627.31298875923
Zipcode[T.79036],83436.89562762956
Zipcode[T.79041],-13816.461807010603
Zipcode[T.79092],-50198.729446817364
Zipcode[T.79118],89445.23549290243
Zipcode[T.79121],21223.951123389445
Zipcode[T.79124],11474.270991009567
Zipcode[T.79225],-42384.9168371796
Zipcode[T.79226],-32777.90708724561
Zipcode[T.79227],47125.465358681926
Zipcode[T.79311],-61927.28367732901
Zipcode[T.79342],-52464.41419314577
Zipcode[T.79357],-59124.46995304222
Zipcode[T.79410],16540.724813311197
Zipcode[T.79411],-5773.831931237267
Zipcode[T.79416],84180.15290094112
Zipcode[T.79424],12383.378426680281
Zipcode[T.79504],-63348.611764148656
Zipcode[T.79508],-50573.68951557018
Zipcode[T.79510],-51506.27426981361
Zipcode[T.79521],-53990.58945228271
Zipcode[T.79525],-9902.135387029644
Zipcode[T.79536],-26258.921486398274
Zipcode[T.79538],-78724.35414032068
Zipcode[T.79544],-75973.01682222981
Zipcode[T.79546],-44295.789892388355
Zipcode[T.79563],-49627.31786470278
Zipcode[T.79567],-25468.743161914495
Zipcode[T.79606],114593.08718861606
Zipcode[T.79607],-36365.82279309478
Zipcode[T.79706],-49949.08170346408
Zipcode[T.79707],59614.12011248533
Zipcode[T.79714],-11200.437013965593
Zipcode[T.79720],24792.06421129594
Zipcode[T.79734],3730.8851260335196
Zipcode[T.79735],8450.370523865464
Zipcode[T.79741],-312.66790516846737
Zipcode[T.79745],-9218.414835028514
Zipcode[T.79752],-46038.39337052852
Zipcode[T.79758],-43039.74596679847
Zipcode[T.79763],-29048.04455525813
Zipcode[T.79765],83605.34933383542
Zipcode[T.79772],56198.202803969165
Zipcode[T.79782],-4580.630103383364
Zipcode[T.79835],-65049.64448839709
Zipcode[T.79843],-26655.78540443519
Zipcode[T.80104],4566.507361729234
Zipcode[T.80130],-1511.63550557893
Zipcode[T.80207],-10307.39831488635
Zipcode[T.80209],17406.96058678966
Zipcode[T.80220],-5065.3757500618085
Zipcode[T.80224],76243.55662354646
Zipcode[T.80234],11910.165920866812
Zipcode[T.80260],27414.63492128517
Zipcode[T.80452],-66641.32996559655
Zipcode[T.80504],12585.06397518281
Zipcode[T.80534],-89497.59909481058
Zipcode[T.80537],5679.069086165144
Zipcode[T.80805],-41468.80103090182
Zipcode[T.80810],-29489.636250864427
Zipcode[T.80830],-36660.86304785722
Zipcode[T.80906],44466.15964932528
Zipcode[T.80910],55909.269570002296
Zipcode[T.80911],94199.56177205882
Zipcode[T.81041],-88888.37250284599
Zipcode[T.81054],-59672.63333507433
Zipcode[T.81071],-73970.35155380421
Zipcode[T.81125],-64184.88140022195
Zipcode[T.81132],-27085.88793264055
Zipcode[T.81140],-1883.2118090232623
Zipcode[T.81143],-3696.5439523675063
Zipcode[T.81144],-38414.24487173077
Zipcode[T.81147],102045.06065278316
Zipcode[T.81149],-11824.547835357349
Zipcode[T.81151],20376.063633709702
Zipcode[T.81154],36812.56428955976
Zipcode[T.81201],-14762.672024017364
Zipcode[T.81210],-27316.585080088647
Zipcode[T.81223],-29147.874997852075
Zipcode[T.81224],-13990.337967448926
Zipcode[T.81230],155096.35395659323
Zipcode[T.81233],-27807.81363020756
Zipcode[T.81240],-37619.76924827952
Zipcode[T.81301],31752.856148079147
Zipcode[T.81303],-46513.35982745958
Zipcode[T.81324],-27729.177828000506
Zipcode[T.81326],-67718.06625640042
Zipcode[T.81327],-57820.86341371882
Zipcode[T.81328],4162.545582272119
Zipcode[T.81403],-18531.910463717843
Zipcode[T.81413],-6493.168770355107
Zipcode[T.81524],-24274.376835941555
Zipcode[T.81601],58522.25752914171
Zipcode[T.81611],-14953.481740663507
Zipcode[T.81621],-43557.29399888936
Zipcode[T.81650],-52381.500614391385
Zipcode[T.81652],-59867.75057835496
Zipcode[T.82001],29790.4084093385
Zipcode[T.82053],24836.449098505105
Zipcode[T.82054],-27096.942367900076
Zipcode[T.82072],-14316.4211871739
Zipcode[T.82082],-33120.61538032856
Zipcode[T.82083],-44259.17764495077
Zipcode[T.82201],-31003.904789433942
Zipcode[T.82210],101291.94651594777
Zipcode[T.82213],-33718.46152478085
Zipcode[T.82223],66389.41450308167
Zipcode[T.82225],54465.0178663015
Zipcode[T.82401],-51841.76570846028
Zipcode[T.82513],-70535.81369945397
Zipcode[T.82516],11896.315054732584
Zipcode[T.82601],42845.20246202775
Zipcode[T.82923],-52246.09054025209
Zipcode[T.82925],-52893.79020334748
Zipcode[T.82933],-67812.91187837867
Zipcode[T.83401],-33240.57483410135
Zipcode[T.83402],-81867.22971310967
Zipcode[T.84306],1088313.74160711
Zipcode[T.84307],273775.499135891
Zipcode[T.84309],2602.3035512521274
Zipcode[T.84310],203949.89998978708
Zipcode[T.84311],200568.0959567648
Zipcode[T.84314],-18338.02553857235
Zipcode[T.84315],80570.03543953302
Zipcode[T.84317],93812.41099724387
Zipcode[T.84318],18048.189756871267
Zipcode[T.84319],127037.66804683731
Zipcode[T.84320],316522.6861634005
Zipcode[T.84321],-55543.59426767746
Zipcode[T.84324],185092.3046970601
Zipcode[T.84325],267833.6366631628
Zipcode[T.84332],79228.63146372877
Zipcode[T.84333],69953.01330492138
Zipcode[T.84338],53542.93288545406
Zipcode[T.84339],34530.63464873496
Zipcode[T.84340],-78995.96703345278
Zipcode[T.84403],-21753.068457678914
Zipcode[T.84404],59695.151699034985
Zipcode[T.84405],-13571.172887030429
Zipcode[T.84511],-98731.54538159037
Zipcode[T.84520],-90333.58584390169
Zipcode[T.84526],-90126.7198405669
Zipcode[T.84532],-49785.07591594794
Zipcode[T.84533],-29223.7856519587
Zipcode[T.84535],84511.96355724552
Zipcode[T.84624],340653.24490063114
Zipcode[T.84627],138527.74899571817
Zipcode[T.84629],-89620.08557480486
Zipcode[T.84631],62054.09984420646
Zipcode[T.84642],-61328.33440114254
Zipcode[T.84645],142809.97169280614
Zipcode[T.84647],-42867.65647511408
Zipcode[T.84648],-50236.3241224351
Zipcode[T.84653],71213.17513780463
Zipcode[T.84654],618692.1974058452
Zipcode[T.84655],98091.6403393529
Zipcode[T.84720],-99206.08470482635
Zipcode[T.84724],-72397.43549085587
Zipcode[T.84738],-116589.03547172609
Zipcode[T.84739],-136337.0899923239
Zipcode[T.84744],-93593.38213820584
Zipcode[T.84757],2307.3215082597394
Zipcode[T.85031],-99600.33382872595
Zipcode[T.85032],-27019.771330738226
Zipcode[T.85118],-53644.32284562681
Zipcode[T.85122],-31270.647376449808
Zipcode[T.85131],-68409.49101094097
Zipcode[T.85137],-85452.73703334175
Zipcode[T.85138],-57511.50428640489
Zipcode[T.85145],-57595.919526324666
Zipcode[T.85224],-22723.865112524192
Zipcode[T.85253],-119289.32773334165
Zipcode[T.85256],-92591.32325357942
Zipcode[T.85258],-44056.74612437003
Zipcode[T.85260],-34671.64265768196
Zipcode[T.85264],-137397.6656290396
Zipcode[T.85282],-8622.950323352872
Zipcode[T.85297],-154547.28504455034
Zipcode[T.85298],-73249.64687978635
Zipcode[T.85302],-35302.0880384725
Zipcode[T.85333],-154179.93450423464
Zipcode[T.85335],-139309.66136987484
Zipcode[T.85337],-94201.30638831171
Zipcode[T.85339],-61137.57145142543
Zipcode[T.85340],-38578.30933964568
Zipcode[T.85342],-75493.93539662841
Zipcode[T.85344],-104501.30907257811
Zipcode[T.85345],7412.765605598848
Zipcode[T.85347],-99053.41906967248
Zipcode[T.85350],-102060.22541115928
Zipcode[T.85351],20016.272329889078
Zipcode[T.85353],-126505.25820419664
Zipcode[T.85355],-85629.16063137793
Zipcode[T.85363],-51293.90899535891
Zipcode[T.85365],-57636.599251580206
Zipcode[T.85373],-44196.95255541836
Zipcode[T.85379],-26844.747371783025
Zipcode[T.85383],-70920.17338511113
Zipcode[T.85387],-8134.06567015982
Zipcode[T.85534],-66021.59320973748
Zipcode[T.85540],-131015.28600310505
Zipcode[T.85541],-72694.84629472176
Zipcode[T.85542],-123411.91614625642
Zipcode[T.85606],-117099.8173299866
Zipcode[T.85630],-39575.48337003667
Zipcode[T.85631],-119413.06411045701
Zipcode[T.85634],-135835.78044950694
Zipcode[T.85637],-69568.45252372033
Zipcode[T.85641],-110675.7462453849
Zipcode[T.85643],-81094.89392874736
Zipcode[T.85648],-4292.568217814598
Zipcode[T.85928],-58108.24462199887
Zipcode[T.85929],-102738.43960487218
Zipcode[T.85935],16526.911239300287
Zipcode[T.85936],-106432.29235553545
Zipcode[T.85937],3985.2944496533164
Zipcode[T.86001],168498.40268134067
Zipcode[T.86022],27040.34246243497
Zipcode[T.86034],9482.528066059118
Zipcode[T.86315],-23061.773172054844
Zipcode[T.86325],-5964.186860218992
Zipcode[T.87002],-41762.46697201007
Zipcode[T.87015],-82160.50820028567
Zipcode[T.87045],-24390.541627678063
Zipcode[T.87059],-28950.918072275606
Zipcode[T.87062],10601.628509704542
Zipcode[T.87068],-1467.9958360433388
Zipcode[T.87102],-83428.67845735748
Zipcode[T.87104],-94530.64109984615
Zipcode[T.87106],-40050.135343648544
Zipcode[T.87107],16962.806669155947
Zipcode[T.87109],12865.644595835793
Zipcode[T.87110],10020.184414215908
Zipcode[T.87415],-61603.302170746436
