,0
Zipcode[T.63965],-65803.23993355248
Zipcode[T.63966],-87116.6695431795
Zipcode[T.63967],-49657.513232556936
Zipcode[T.64014],-56574.86592738918
Zipcode[T.64017],7844.80664435062
Zipcode[T.64019],-21729.62191322071
Zipcode[T.64029],-72801.89395910627
Zipcode[T.64037],-44890.47674034437
Zipcode[T.64052],-18159.43088280657
Zipcode[T.64074],-112975.09865870763
Zipcode[T.64075],-85566.69125126764
Zipcode[T.64080],-76377.78218683356
Zipcode[T.64093],-64761.19625675041
Zipcode[T.64123],-72913.74005759788
Zipcode[T.64129],-80166.13337527825
Zipcode[T.64146],-74261.09611830383
Zipcode[T.64157],-64087.01108432056
Zipcode[T.64167],-98791.77801550216
Zipcode[T.64429],-20170.526353758683
Zipcode[T.64457],-36455.319792028065
Zipcode[T.64601],-33549.00085564293
Zipcode[T.64620],-27780.289432172227
Zipcode[T.64623],-39702.1442453239
Zipcode[T.64624],-74117.26944543418
Zipcode[T.64644],-95580.16992400071
Zipcode[T.64660],-92372.18557189169
Zipcode[T.64664],-58651.06986282946
Zipcode[T.64739],-76909.7398775507
Zipcode[T.64748],-65909.75054198327
Zipcode[T.64767],-40222.099619682456
Zipcode[T.64840],24535.89141618973
Zipcode[T.64844],-7413.779955249935
Zipcode[T.64850],-1341.2922320096734
Zipcode[T.64854],-11603.271398271892
Zipcode[T.64855],-51438.33878901548
Zipcode[T.64856],-32530.657359211564
Zipcode[T.64863],-30921.225582765994
Zipcode[T.64865],-75986.21642517058
Zipcode[T.64867],12049.769265662319
Zipcode[T.65001],-47675.78451263827
Zipcode[T.65010],-2404.9654474470467
Zipcode[T.65011],-25855.923745558935
Zipcode[T.65016],-17707.419803509107
Zipcode[T.65017],-32424.797163781415
Zipcode[T.65018],3158.085077456377
Zipcode[T.65023],26306.243545605324
Zipcode[T.65024],-14244.846168087544
Zipcode[T.65037],10213.39300850453
Zipcode[T.65040],-38345.06217824922
Zipcode[T.65041],-36900.625038373335
Zipcode[T.65043],63362.73722488591
Zipcode[T.65049],-12823.486821945022
Zipcode[T.65051],10678.586467598474
Zipcode[T.65052],15436.311830303875
Zipcode[T.65053],-11680.2740369395
Zipcode[T.65054],28040.703905271
Zipcode[T.65058],-48026.38893861154
Zipcode[T.65059],-31775.84657783573
Zipcode[T.65061],-13093.401984986447
Zipcode[T.65063],-98156.56685592275
Zipcode[T.65064],-9404.75470289162
Zipcode[T.65065],-25162.998246425104
Zipcode[T.65066],-38345.681655022985
Zipcode[T.65068],-29880.17251977766
Zipcode[T.65069],-10159.291284138675
Zipcode[T.65072],-12184.3336572612
Zipcode[T.65079],12732.843201209467
Zipcode[T.65080],-52752.927949615194
Zipcode[T.65081],8160.945441219964
Zipcode[T.65082],-2688.587533528143
Zipcode[T.65084],23720.53874964255
Zipcode[T.65085],-21931.68955124055
Zipcode[T.65101],11310.258106239628
Zipcode[T.65109],70168.1794668968
Zipcode[T.65233],-32176.187461147107
Zipcode[T.65237],-63776.61306763921
Zipcode[T.65239],-97265.71845390498
Zipcode[T.65248],-101236.27676548339
Zipcode[T.65250],-113390.26323622801
Zipcode[T.65251],-4397.602311080801
Zipcode[T.65254],-96766.23918994388
Zipcode[T.65256],-113016.63052255125
Zipcode[T.65260],-133835.28086162198
Zipcode[T.65262],-76400.5582823493
Zipcode[T.65281],-110626.10424034919
Zipcode[T.65283],-78508.63355648782
Zipcode[T.65321],-60867.923566100915
Zipcode[T.65324],22504.066210895005
Zipcode[T.65326],2329.2243829779704
Zipcode[T.65329],-16009.347545207607
Zipcode[T.65332],878.9721655470313
Zipcode[T.65334],-36485.492621940364
Zipcode[T.65337],59633.86706141791
Zipcode[T.65339],31923.590678156164
Zipcode[T.65347],-26625.29480495041
Zipcode[T.65348],45160.661750066
Zipcode[T.65349],55156.85735444408
Zipcode[T.65350],8039.309257613309
Zipcode[T.65351],82233.31845428461
Zipcode[T.65453],-50265.13694637928
Zipcode[T.65459],-14625.958432866539
Zipcode[T.65486],-54598.932054954515
Zipcode[T.65624],179786.8695902004
Zipcode[T.65629],151006.79524187482
Zipcode[T.65630],89788.88953742733
Zipcode[T.65632],95116.28309872145
Zipcode[T.65644],113871.50628758737
Zipcode[T.65652],248403.90090238932
Zipcode[T.65653],142622.03435288445
Zipcode[T.65655],99733.94880661342
Zipcode[T.65662],190806.54857690103
Zipcode[T.65667],68207.48120060051
Zipcode[T.65679],293793.445548585
Zipcode[T.65685],171898.7864180926
Zipcode[T.65686],79531.93845455437
Zipcode[T.65689],-14106.988279918782
Zipcode[T.65692],332125.83147117525
Zipcode[T.65702],-17100.853998885614
Zipcode[T.65704],-94222.04910296522
Zipcode[T.65705],184535.89830010477
Zipcode[T.65706],5202.12551556195
Zipcode[T.65707],73482.77357232546
Zipcode[T.65710],29512.042754535094
Zipcode[T.65711],105293.79072629682
Zipcode[T.65712],-65180.36855793988
Zipcode[T.65713],-3148.5248408367347
Zipcode[T.65714],270985.37065727887
Zipcode[T.65720],51847.028129750084
Zipcode[T.65721],577046.127319778
Zipcode[T.65722],-11207.327682106441
Zipcode[T.65723],47189.92236569315
Zipcode[T.65724],111239.438140947
Zipcode[T.65725],114148.70627988693
Zipcode[T.65732],-6831.097031303467
Zipcode[T.65733],37891.215835622934
Zipcode[T.65734],2401.66153258239
Zipcode[T.65737],-25173.579940743373
Zipcode[T.65738],138389.92861841217
Zipcode[T.65739],70971.43525227618
Zipcode[T.65742],168899.47434235245
Zipcode[T.65745],190615.6857810465
Zipcode[T.65746],-31419.536712009365
Zipcode[T.65747],77814.0912007938
Zipcode[T.65752],74910.93770520792
Zipcode[T.65753],-78638.01998091151
Zipcode[T.65754],76457.05590403671
Zipcode[T.65755],600701.8906125424
Zipcode[T.65756],108028.17064515088
Zipcode[T.65757],263227.63884473365
Zipcode[T.65760],33857.9065712462
Zipcode[T.65772],-5656.638533894604
Zipcode[T.65779],-22800.949251568032
Zipcode[T.65785],269372.90194522555
Zipcode[T.65786],64148.89264842691
Zipcode[T.65787],-75920.14384612384
Zipcode[T.65791],-75534.62004222564
Zipcode[T.65793],-2280.509819842248
Zipcode[T.65802],2754.6146799653498
Zipcode[T.65803],50556.19257035218
Zipcode[T.65804],27559.742483535643
Zipcode[T.65806],-71471.05410969997
Zipcode[T.65807],21296.481657453623
Zipcode[T.65809],-75381.28312398939
Zipcode[T.66007],-27664.047253126177
Zipcode[T.66010],-24813.967826704917
Zipcode[T.66012],5781.251068285529
Zipcode[T.66013],-25281.7103036092
Zipcode[T.66014],-107598.01404653565
Zipcode[T.66015],-109753.26103209349
Zipcode[T.66017],-110669.6062141619
Zipcode[T.66018],-20231.943441522628
Zipcode[T.66020],-32259.197316493992
Zipcode[T.66021],31843.91165938279
Zipcode[T.66023],36386.56707565549
Zipcode[T.66027],-522.7690521553552
Zipcode[T.66030],-48072.84253961543
Zipcode[T.66033],54688.45840419247
Zipcode[T.66035],14745.043173183465
Zipcode[T.66043],-52616.13578305335
Zipcode[T.66056],65803.826100513
Zipcode[T.66058],-86073.75356441486
Zipcode[T.66061],42071.853094977654
Zipcode[T.66062],50433.12102399066
Zipcode[T.66090],-55296.67438791651
Zipcode[T.66103],-57885.17597176242
Zipcode[T.66104],-45469.0747458896
Zipcode[T.66111],-50482.73270082753
Zipcode[T.66207],258698.0943292524
Zipcode[T.66208],46411.111084408
Zipcode[T.66211],-7806.133417170479
Zipcode[T.66212],87769.26174266973
Zipcode[T.66214],121869.18919492795
Zipcode[T.66216],75170.01376369613
Zipcode[T.66218],231439.74612451182
Zipcode[T.66220],2537.5794056924947
Zipcode[T.66221],170742.92393019542
Zipcode[T.66224],274696.2427648073
Zipcode[T.66503],11933.296064355865
Zipcode[T.66507],-52255.2109706274
Zipcode[T.66510],-21438.95181767934
Zipcode[T.66512],-63617.940966485156
Zipcode[T.66514],22003.168072955756
Zipcode[T.66515],-24365.07368601076
Zipcode[T.66516],-51642.68350514541
Zipcode[T.66523],-45811.97148193799
Zipcode[T.66526],59630.23619840002
Zipcode[T.66528],-72208.89281689585
Zipcode[T.66531],22249.29749023023
Zipcode[T.66532],15839.13935182016
Zipcode[T.66533],-42923.50546757443
Zipcode[T.66535],-70414.92772738647
Zipcode[T.66536],-67437.76614284006
Zipcode[T.66537],-35662.96109932415
Zipcode[T.66540],-47158.06786577526
Zipcode[T.66541],-31678.320257532727
Zipcode[T.66544],-15631.430157227647
Zipcode[T.66546],23322.9700832531
Zipcode[T.66547],48822.5180232875
Zipcode[T.66548],-971.0097945911485
Zipcode[T.66552],1368.9469363150681
Zipcode[T.66604],55667.11545111126
Zipcode[T.66607],110286.31896218593
Zipcode[T.66611],276582.38172167254
Zipcode[T.66614],27185.317721326253
Zipcode[T.66617],74847.95414778493
Zipcode[T.66618],-108031.48758137027
Zipcode[T.66701],59099.45289495137
Zipcode[T.66720],-44865.25060770199
Zipcode[T.66724],-1134.9411921878243
Zipcode[T.66725],1551.2036057276653
Zipcode[T.66732],10908.69947868628
Zipcode[T.66733],322885.74418744206
Zipcode[T.66734],38757.885538997085
Zipcode[T.66736],44491.61334284684
Zipcode[T.66738],253413.82685835703
Zipcode[T.66739],279181.35862454877
Zipcode[T.66740],35021.50096310096
Zipcode[T.66743],192966.50749089097
Zipcode[T.66746],8709.996127681792
Zipcode[T.66748],39196.197663289226
Zipcode[T.66749],25673.9907491308
Zipcode[T.66753],37722.918589857494
Zipcode[T.66754],66057.61894163633
Zipcode[T.66756],109272.05953802526
Zipcode[T.66757],-63393.37823083053
Zipcode[T.66762],-6831.657696613796
Zipcode[T.66763],24297.084029899044
Zipcode[T.66769],-65284.21909424847
Zipcode[T.66770],36848.41328982782
Zipcode[T.66777],-25298.539995977713
Zipcode[T.66781],84324.72266007614
Zipcode[T.66783],-8106.2446550039485
Zipcode[T.66830],-89865.70054728439
Zipcode[T.66834],-150252.69789784384
Zipcode[T.66835],-147674.32576143282
Zipcode[T.66845],-66432.18562692187
Zipcode[T.66846],-85701.67361133915
Zipcode[T.66933],-104746.78473641473
Zipcode[T.66956],86442.67029453514
Zipcode[T.66966],-86350.02656368431
Zipcode[T.67003],-86644.23764154421
Zipcode[T.67005],-73984.26819565643
Zipcode[T.67009],321645.0904148632
Zipcode[T.67010],-108196.56240012251
Zipcode[T.67017],-145451.41761091945
Zipcode[T.67019],31654.420253690354
Zipcode[T.67020],-40284.33554102594
Zipcode[T.67022],-40415.37432184955
Zipcode[T.67029],43055.750853726495
Zipcode[T.67030],61334.63421064185
Zipcode[T.67031],14127.05178831673
Zipcode[T.67035],2596.547973916306
Zipcode[T.67037],3467.120806361531
Zipcode[T.67038],-84413.44120598344
Zipcode[T.67042],55346.76708209498
Zipcode[T.67050],-101304.13550340537
Zipcode[T.67051],157117.18947912456
Zipcode[T.67052],-5866.8322048149275
Zipcode[T.67056],-142807.02169967673
Zipcode[T.67058],-65016.96124442338
Zipcode[T.67067],-125482.95471073287
Zipcode[T.67070],-155736.16555079157
Zipcode[T.67073],-126893.42506580376
Zipcode[T.67074],-5811.75869051204
Zipcode[T.67101],-65854.26110850037
Zipcode[T.67104],-101258.1125144787
Zipcode[T.67107],-62512.704871397655
Zipcode[T.67108],-71383.2992720289
Zipcode[T.67114],192147.259397953
Zipcode[T.67117],50202.36206887932
Zipcode[T.67118],32407.03514826375
Zipcode[T.67119],431221.4701338114
Zipcode[T.67120],163973.86644856798
Zipcode[T.67123],176525.45544181208
Zipcode[T.67131],191631.92523402142
Zipcode[T.67133],196638.9469070799
Zipcode[T.67134],222474.74906025807
Zipcode[T.67135],226329.4150916315
Zipcode[T.67138],612182.8674170229
Zipcode[T.67140],215976.88033657192
Zipcode[T.67147],462939.3838010081
Zipcode[T.67226],241346.2020051637
Zipcode[T.67227],127571.61152674546
Zipcode[T.67228],82635.83303029799
Zipcode[T.67230],104794.00244127418
Zipcode[T.67332],-76844.17464049041
Zipcode[T.67335],-112873.28763860304
Zipcode[T.67336],-77197.19934907046
Zipcode[T.67344],-88243.34068856598
Zipcode[T.67351],-29543.52941183563
Zipcode[T.67356],-80893.75145801359
Zipcode[T.67360],-43945.17765759374
Zipcode[T.67401],-55219.521639143975
Zipcode[T.67425],-48476.628842343125
Zipcode[T.67427],-53249.28377477975
Zipcode[T.67438],-73600.61750557309
Zipcode[T.67443],25361.705252266747
Zipcode[T.67446],-81078.38059491567
Zipcode[T.67455],-123351.58317456956
Zipcode[T.67458],-57631.158834175825
Zipcode[T.67464],-85978.82219652206
Zipcode[T.67468],-114141.74783059595
Zipcode[T.67505],-68717.15529939144
Zipcode[T.67514],-96539.64287294241
Zipcode[T.67525],-137075.6717668991
Zipcode[T.67526],-85139.73432139294
Zipcode[T.67543],-46754.093837687426
Zipcode[T.67548],1298.1952628942536
Zipcode[T.67550],-86820.321830186
Zipcode[T.67560],-115184.65998567555
Zipcode[T.67566],-145831.2324032564
Zipcode[T.67575],-52422.04211484928
Zipcode[T.67584],-139443.02156285473
Zipcode[T.67601],-29423.32019711501
Zipcode[T.67653],-118536.16810469968
Zipcode[T.67657],-14467.308617136605
Zipcode[T.67730],-103554.82222092694
Zipcode[T.67732],-75076.35650097099
Zipcode[T.67749],-122910.83714694274
Zipcode[T.67751],79586.68844330715
Zipcode[T.67752],-67673.23756878215
Zipcode[T.67753],-161700.39218158356
Zipcode[T.67757],-165809.22380577962
Zipcode[T.67761],-127064.58514516083
Zipcode[T.67801],-118799.50488788418
Zipcode[T.67839],-181042.43085996405
Zipcode[T.67864],-103662.17395622462
Zipcode[T.68018],-167046.19923940263
Zipcode[T.68019],-150157.4485882989
Zipcode[T.68023],-164328.3989215327
Zipcode[T.68029],-131085.37067569562
Zipcode[T.68030],92536.09387559292
Zipcode[T.68033],-154249.79843897457
Zipcode[T.68040],-167113.59799013624
Zipcode[T.68041],-118951.16028467735
Zipcode[T.68104],-142625.37909998346
Zipcode[T.68113],-177996.8948078096
Zipcode[T.68133],-112090.82460713033
Zipcode[T.68137],-72779.8826170336
Zipcode[T.68144],-74289.75489472825
Zipcode[T.68157],-86105.71856551446
Zipcode[T.68507],-8928.11778233336
Zipcode[T.68644],-32923.14216231337
Zipcode[T.68647],-14746.745394890782
Zipcode[T.68649],-8427.221993359624
Zipcode[T.68661],-51402.31187737212
Zipcode[T.68716],-39813.11440713843
Zipcode[T.68720],-30634.724837310954
Zipcode[T.68859],-56574.55974317073
Zipcode[T.68874],-46895.765081921905
Zipcode[T.68882],-27456.93104148375
Zipcode[T.69040],16563.303803870625
Zipcode[T.69043],42096.28595978672
Zipcode[T.69166],-27637.38430122635
Zipcode[T.69169],19920.28559310043
Zipcode[T.69170],-45100.37480744418
Zipcode[T.69210],-55349.06631355605
Zipcode[T.69360],-31248.479806683747
Zipcode[T.69361],81034.66334070114
Zipcode[T.70002],-22998.67580525519
Zipcode[T.70030],34265.49716783918
Zipcode[T.70040],-46867.93836672675
Zipcode[T.70047],26764.521001721954
Zipcode[T.70049],28950.756250692655
Zipcode[T.70051],-71522.28998586047
Zipcode[T.70056],-4751.289073673341
Zipcode[T.70057],-73638.32099178601
Zipcode[T.70062],57394.109104867
Zipcode[T.70068],-33630.8933661103
Zipcode[T.70072],65184.678001061155
Zipcode[T.70090],-64676.04293602732
Zipcode[T.70126],-7592.086641552065
Zipcode[T.70128],-41427.9295863201
Zipcode[T.70129],12001.289966633529
Zipcode[T.70131],-12141.95956794426
Zipcode[T.70341],-113539.46966742743
Zipcode[T.70345],-122799.62928702525
Zipcode[T.70356],-75761.35036838657
Zipcode[T.70359],-89506.53278302327
Zipcode[T.70360],-921.8168354439401
Zipcode[T.70364],-51472.96354605001
Zipcode[T.70377],-80920.85528250688
Zipcode[T.70390],-86521.10187600649
Zipcode[T.70392],-113226.97554196083
Zipcode[T.70395],-119355.06370491374
Zipcode[T.70397],-74615.28387108697
Zipcode[T.70403],-66306.3455087107
Zipcode[T.70420],-61255.445264145994
Zipcode[T.70427],-64987.38598116222
Zipcode[T.70433],-29630.906536095805
Zipcode[T.70435],-45868.08379360608
Zipcode[T.70442],-98500.29906954047
Zipcode[T.70446],721006.7237181803
Zipcode[T.70448],44252.774841894076
Zipcode[T.70450],-109569.6132177886
Zipcode[T.70452],4763.970659790384
Zipcode[T.70454],1276.4859042910111
Zipcode[T.70455],19907.78379897873
Zipcode[T.70471],-52888.81365417058
Zipcode[T.70503],-30764.232051468563
Zipcode[T.70507],-71636.7170917935
Zipcode[T.70508],-41448.8337921571
Zipcode[T.70510],908697.9078175885
Zipcode[T.70516],147267.9537809795
Zipcode[T.70518],-58332.38334001751
Zipcode[T.70525],-49929.97836978538
Zipcode[T.70532],-45876.807516764704
Zipcode[T.70533],-68349.50726192746
Zipcode[T.70535],-103304.28810234618
Zipcode[T.70538],-117370.83050019288
Zipcode[T.70555],-20047.01955902136
Zipcode[T.70570],-76756.40242503988
Zipcode[T.70586],-29273.118197244385
Zipcode[T.70592],-37341.61985504741
Zipcode[T.70631],-24441.27583148025
Zipcode[T.70632],-63691.77633249413
Zipcode[T.70638],-97952.11639374014
Zipcode[T.70647],-96963.8509383521
Zipcode[T.70648],-81615.4706690551
Zipcode[T.70657],-41073.414128692624
Zipcode[T.70658],-12420.878614284005
Zipcode[T.70706],-105853.30716959214
Zipcode[T.70772],211962.11003280783
Zipcode[T.70774],487165.81666917336
Zipcode[T.70791],142494.50065818173
Zipcode[T.70806],27780.172137419657
Zipcode[T.70807],-62321.97115874499
Zipcode[T.70808],175168.98691395755
Zipcode[T.70810],103532.14490375826
Zipcode[T.70811],-64781.34105339627
Zipcode[T.70815],105480.03667114094
Zipcode[T.70817],-58608.48496482155
Zipcode[T.70818],37911.37799864445
Zipcode[T.71001],-113912.63436609953
Zipcode[T.71003],-55961.451074408986
Zipcode[T.71004],-24447.258889180943
Zipcode[T.71008],-133196.93300764938
Zipcode[T.71016],-75767.46326318287
Zipcode[T.71018],-98337.23231228687
Zipcode[T.71027],137560.8714413084
Zipcode[T.71028],165524.609660001
Zipcode[T.71029],377637.64916332526
Zipcode[T.71032],28558.65923310404
Zipcode[T.71039],135159.15344971605
Zipcode[T.71043],158685.9940130081
Zipcode[T.71046],630173.8166589179
Zipcode[T.71047],195408.86553861765
Zipcode[T.71055],-67637.49323785696
Zipcode[T.71060],318149.2008163252
Zipcode[T.71067],-91655.94926518733
Zipcode[T.71068],292297.09630953043
Zipcode[T.71070],-124361.49304060213
Zipcode[T.71111],-31222.656338893743
Zipcode[T.71225],-98244.72237717669
Zipcode[T.71229],-72232.36424248622
Zipcode[T.71238],-6549.2977362733145
Zipcode[T.71243],-96215.42466517488
Zipcode[T.71256],-100715.21493880516
Zipcode[T.71260],-83850.36668104355
Zipcode[T.71261],-73994.5849241599
Zipcode[T.71275],-76786.7264391263
Zipcode[T.71276],-76663.1018015288
Zipcode[T.71277],-88535.03993213727
Zipcode[T.71280],-102439.99052896691
Zipcode[T.71282],-81034.30965406376
Zipcode[T.71286],-109880.53660197911
Zipcode[T.71295],-103799.53155836607
Zipcode[T.71301],-59792.94039503086
Zipcode[T.71323],-65947.37076426332
Zipcode[T.71343],-72595.56168540295
Zipcode[T.71358],-72820.45940023728
Zipcode[T.71403],-60899.959669347234
Zipcode[T.71418],-92942.58682339781
Zipcode[T.71439],-127944.04843434584
Zipcode[T.71469],-118076.11231991756
Zipcode[T.71479],-76090.95054041821
Zipcode[T.71638],-56290.928822467016
Zipcode[T.71675],-91596.18562199683
Zipcode[T.71701],-43827.517715200236
Zipcode[T.71730],28365.248558483152
Zipcode[T.71742],-34974.19360598877
Zipcode[T.71743],29588.015271850803
Zipcode[T.71749],-66772.9855078271
Zipcode[T.71751],-94757.01306155369
Zipcode[T.71765],-66806.9415784323
Zipcode[T.71822],-110403.82644846893
Zipcode[T.71833],-55010.16303332252
Zipcode[T.71834],36604.16502861372
Zipcode[T.71837],-29056.184130720154
Zipcode[T.71859],-123790.60705648416
Zipcode[T.71860],-157236.84812551865
Zipcode[T.71861],-102332.99415792382
Zipcode[T.71862],-148812.14874932254
Zipcode[T.71921],-131024.84752350306
Zipcode[T.71923],30373.26078175448
Zipcode[T.71949],-110980.20667239923
Zipcode[T.71956],-149830.60803857338
Zipcode[T.71957],-137002.08799406711
Zipcode[T.71973],-93089.83049360238
Zipcode[T.72004],-62838.90454084374
Zipcode[T.72022],-72090.98992025317
Zipcode[T.72023],-107711.73288745375
Zipcode[T.72024],-144819.24910845014
Zipcode[T.72027],-160448.3507567581
Zipcode[T.72029],-104745.05334485712
Zipcode[T.72042],-107435.89939769378
Zipcode[T.72044],-92688.57556946749
Zipcode[T.72045],-78810.57971478565
Zipcode[T.72046],-118661.39876660888
Zipcode[T.72047],-144922.9306038591
Zipcode[T.72051],-100471.30624999951
Zipcode[T.72057],-93924.84204444101
Zipcode[T.72064],-41798.19712304522
Zipcode[T.72065],-103356.51609544462
Zipcode[T.72067],-39585.26947405879
Zipcode[T.72068],-117063.86656032946
Zipcode[T.72069],-121888.00121802108
Zipcode[T.72070],-76451.33503724111
Zipcode[T.72072],-81453.65018757571
Zipcode[T.72079],-9829.498628558575
Zipcode[T.72080],-5364.54962619876
Zipcode[T.72081],-83921.98305349746
Zipcode[T.72084],-101786.49029562551
Zipcode[T.72101],-46273.5215300566
Zipcode[T.72102],-58192.76582308494
Zipcode[T.72103],-15466.019094850612
Zipcode[T.72104],-106574.42074262387
Zipcode[T.72110],-62291.85817507909
Zipcode[T.72112],-81242.53658546557
Zipcode[T.72113],-44703.878646283156
Zipcode[T.72126],-113848.90175651011
Zipcode[T.72127],-142764.34131776085
Zipcode[T.72128],-90319.47438547557
Zipcode[T.72131],-66741.00029614911
Zipcode[T.72140],-58400.880913519744
Zipcode[T.72142],-60662.78000342387
Zipcode[T.72152],-62702.53993727094
Zipcode[T.72153],-111736.37380616425
Zipcode[T.72157],-67242.90966068671
Zipcode[T.72173],-102952.53600745532
Zipcode[T.72181],-13119.998522409198
Zipcode[T.72205],-54442.11384530289
Zipcode[T.72210],-62962.75117554595
Zipcode[T.72211],85930.1800436219
Zipcode[T.72212],-92498.65134177648
Zipcode[T.72227],47894.07664045823
Zipcode[T.72327],-78700.15039021858
Zipcode[T.72331],-110246.76921978904
Zipcode[T.72335],-51463.2427712511
Zipcode[T.72347],-60705.59727835665
Zipcode[T.72348],-32638.89195567584
Zipcode[T.72350],-4711.906804159453
Zipcode[T.72354],15381.451771686134
Zipcode[T.72358],-65913.5958221898
Zipcode[T.72364],4856.902835387167
Zipcode[T.72365],68580.727525709
Zipcode[T.72366],64899.01763227932
Zipcode[T.72368],-77531.8752056483
Zipcode[T.72372],-107537.66128619085
Zipcode[T.72373],-43769.74881965297
Zipcode[T.72374],476440.6655426563
Zipcode[T.72392],-48079.69883815337
Zipcode[T.72394],15504.946186510955
Zipcode[T.72395],-28465.69253140816
Zipcode[T.72396],135914.680956475
Zipcode[T.72429],-14598.392814912831
Zipcode[T.72430],-102028.47336698484
Zipcode[T.72432],166110.3728089121
Zipcode[T.72433],-37440.72642624609
Zipcode[T.72436],273506.7918829936
Zipcode[T.72437],164344.3030000734
Zipcode[T.72438],-5755.250052159553
Zipcode[T.72442],1555176.4688433765
Zipcode[T.72443],656095.4647012259
Zipcode[T.72444],340723.5436469806
Zipcode[T.72447],8143.774146567661
Zipcode[T.72450],-66829.71408397047
Zipcode[T.72459],492420.10104999406
Zipcode[T.72460],-18393.385421912382
Zipcode[T.72461],250001.61662173623
Zipcode[T.72469],38249.321744981324
Zipcode[T.72471],-91415.42113656721
Zipcode[T.72472],-62472.46800711965
Zipcode[T.72473],-45632.324728423984
Zipcode[T.72476],21286.39226641187
Zipcode[T.72478],122609.53590199318
Zipcode[T.72479],-40420.703475336224
Zipcode[T.72482],299518.48266399774
Zipcode[T.72523],107973.20895378708
Zipcode[T.72524],122843.34443812772
Zipcode[T.72527],214277.1548305742
Zipcode[T.72530],-99139.68355053558
Zipcode[T.72531],-54184.25654113864
Zipcode[T.72536],26149.617081895703
Zipcode[T.72542],-4746.411553515592
Zipcode[T.72543],42338.47011482515
Zipcode[T.72544],50266.27210693656
Zipcode[T.72550],124998.29884272612
Zipcode[T.72568],-68760.1082492451
Zipcode[T.72576],-68260.73182196722
Zipcode[T.72579],64579.6451781135
Zipcode[T.72581],57382.203159017125
Zipcode[T.72611],15780.389609280892
Zipcode[T.72616],17974.34748087747
Zipcode[T.72619],-94118.02231175538
Zipcode[T.72626],43520.8438921522
Zipcode[T.72628],79492.75024524951
Zipcode[T.72629],6128.083302292004
Zipcode[T.72635],56021.38402564493
Zipcode[T.72639],506450.31620552094
Zipcode[T.72641],91719.68879296072
Zipcode[T.72642],105458.38040353265
Zipcode[T.72644],-126318.55592874598
Zipcode[T.72645],345261.85286999174
Zipcode[T.72653],-20405.872441560132
Zipcode[T.72661],-51127.18567262181
Zipcode[T.72682],-64081.06475764033
Zipcode[T.72685],-51731.97828704328
Zipcode[T.72703],7649.0909546305675
Zipcode[T.72712],7757.495711788238
Zipcode[T.72714],-38476.91832701079
Zipcode[T.72715],-87536.57656004383
Zipcode[T.72718],-85893.16257654352
Zipcode[T.72719],-91347.0384815433
Zipcode[T.72721],-9172.103107912346
Zipcode[T.72722],-140318.3804692785
Zipcode[T.72727],-48429.034538655884
Zipcode[T.72730],116424.05233578867
Zipcode[T.72734],-90403.93137376699
Zipcode[T.72736],-98505.79603169163
Zipcode[T.72764],-25430.259154727235
Zipcode[T.72768],-110497.7095638637
Zipcode[T.72773],-91807.13119228877
Zipcode[T.72774],-139318.3237100324
Zipcode[T.72801],-57408.22968533105
Zipcode[T.72802],12983.454378508479
Zipcode[T.72821],-111713.81515493359
Zipcode[T.72824],100668.00505494667
Zipcode[T.72830],-136454.2345744728
Zipcode[T.72833],-85457.11645419388
Zipcode[T.72834],-80650.31745347293
Zipcode[T.72835],-81133.73258391743
Zipcode[T.72837],-153386.07307289442
Zipcode[T.72840],-142546.54231751477
Zipcode[T.72843],-134011.9998387889
Zipcode[T.72852],-145214.52863273947
Zipcode[T.72854],-101854.22499028637
Zipcode[T.72860],-120268.06103920247
Zipcode[T.72863],-138925.80158676166
Zipcode[T.72901],97569.47448431082
Zipcode[T.72916],627263.199017189
Zipcode[T.72923],-123136.28851785693
Zipcode[T.72927],178891.84807520692
Zipcode[T.72933],-118596.14802170778
Zipcode[T.72934],-22847.78786597068
Zipcode[T.72936],-15790.342984034372
Zipcode[T.72937],59765.61052533632
Zipcode[T.72938],389662.297644412
Zipcode[T.72943],-93887.62520633511
Zipcode[T.72947],-53152.43168401625
Zipcode[T.72948],-57694.5313873481
Zipcode[T.72949],-61844.256103130174
Zipcode[T.72951],-80658.81714485667
Zipcode[T.73002],103797.58320351409
Zipcode[T.73004],187032.59622439466
Zipcode[T.73005],13978.817354970872
Zipcode[T.73006],92613.36779534387
Zipcode[T.73008],-25889.139068995773
Zipcode[T.73009],-16563.215763132062
Zipcode[T.73011],-7584.672587197059
Zipcode[T.73013],339298.54935933463
Zipcode[T.73014],54147.75833154388
Zipcode[T.73021],-118835.20975920906
Zipcode[T.73026],140005.17825709525
Zipcode[T.73029],-101701.97023381937
Zipcode[T.73036],81298.95996383103
Zipcode[T.73038],325730.08560316253
Zipcode[T.73044],-2984.3354604111055
Zipcode[T.73045],-24001.266070258185
Zipcode[T.73047],563698.6700532035
Zipcode[T.73048],158374.29549407313
Zipcode[T.73051],-56502.14035420541
Zipcode[T.73052],12693.288932399866
Zipcode[T.73053],-111521.07425693501
Zipcode[T.73054],-48381.54288628353
Zipcode[T.73055],375962.7350125701
Zipcode[T.73056],-94320.71890625726
Zipcode[T.73057],106361.10195614256
Zipcode[T.73059],113647.9227222141
Zipcode[T.73061],460800.52097651066
Zipcode[T.73062],-1509.7360359686693
Zipcode[T.73068],-127842.95469688022
