Date,Adj Close
3/4/2013,96.535545
3/5/2013,96.897087
3/6/2013,97.340782
3/7/2013,97.414719
3/8/2013,97.422935
3/11/2013,97.554405
3/12/2013,97.160011
3/13/2013,97.250397
3/14/2013,98.5979
3/15/2013,98.334969
3/18/2013,97.883072
3/19/2013,98.154221
3/20/2013,98.88549
3/21/2013,98.877274
3/22/2013,99.567444
3/25/2013,98.745804
3/26/2013,99.40313
3/27/2013,98.754013
3/28/2013,97.628357
4/1/2013,98.277458
4/2/2013,97.776237
4/3/2013,96.773827
4/4/2013,97.012115
4/5/2013,96.560196
4/8/2013,96.798492
4/9/2013,97.480453
4/10/2013,98.302101
4/11/2013,99.378471
4/12/2013,98.548607
4/15/2013,95.779648
4/16/2013,96.14119
4/17/2013,94.333542
4/18/2013,94.974434
4/19/2013,95.229134
4/22/2013,95.779648
4/23/2013,96.527336
4/24/2013,97.184669
4/25/2013,97.37365
4/26/2013,98.630775
4/29/2013,99.682487
4/30/2013,100.249413
5/1/2013,98.819756
5/2/2013,100.274063
5/3/2013,101.465462
5/6/2013,101.268265
5/7/2013,101.095718
5/8/2013,101.358635
5/9/2013,101.588715
5/10/2013,101.251839
5/13/2013,100.93959
5/14/2013,102.706146
5/15/2013,101.886162
5/16/2013,101.679092
5/17/2013,102.225761
5/20/2013,103.352211
5/21/2013,104.313019
5/22/2013,103.476456
5/23/2013,103.865738
5/24/2013,103.907158
5/28/2013,104.718857
5/29/2013,103.940285
5/30/2013,103.625526
5/31/2013,101.670792
6/3/2013,102.780693
6/4/2013,101.844765
6/5/2013,100.693436
6/6/2013,99.881729
6/7/2013,100.801117
6/10/2013,101.621124
6/11/2013,100.594055
6/12/2013,99.36821
6/13/2013,100.767982
6/14/2013,99.624962
6/17/2013,100.403564
6/18/2013,100.652023
6/19/2013,99.807182
6/20/2013,97.695084
6/21/2013,98.506783
6/24/2013,96.759117
6/25/2013,97.280952
6/26/2013,97.860733
6/27/2013,98.324585
6/28/2013,98.018112
7/1/2013,98.631027
7/2/2013,98.688988
7/3/2013,98.631027
7/5/2013,99.815475
7/8/2013,100.42012
7/9/2013,102.101509
7/10/2013,101.795044
7/11/2013,102.515648
7/12/2013,102.755852
7/15/2013,103.269371
7/16/2013,102.80555
7/17/2013,102.99604
7/18/2013,103.923714
7/19/2013,105.116447
7/22/2013,105.21582
7/23/2013,105.406319
7/24/2013,104.669167
7/25/2013,105.820473
7/26/2013,105.6548
7/29/2013,104.503502
7/30/2013,104.180473
7/31/2013,104.271576
8/1/2013,104.727142
8/2/2013,103.493004
8/5/2013,102.697845
