Date,Adj Close
3/4/2013,50.289307
3/5/2013,50.755718
3/6/2013,50.711288
3/7/2013,50.977802
3/8/2013,50.437363
3/11/2013,50.400356
3/12/2013,50.148651
3/13/2013,50.156055
3/14/2013,50.674271
3/15/2013,50.244892
3/18/2013,49.830318
3/19/2013,49.941357
3/20/2013,50.030209
3/21/2013,49.474976
3/22/2013,49.948772
3/25/2013,49.334309
3/26/2013,49.919163
3/27/2013,49.63784
3/28/2013,49.46756
4/1/2013,49.304699
4/2/2013,49.452763
4/3/2013,49.112217
4/4/2013,48.853115
4/5/2013,48.919743
4/8/2013,48.497757
4/9/2013,49.015976
4/10/2013,49.178841
4/11/2013,49.563816
4/12/2013,49.51939
4/15/2013,48.756866
4/16/2013,49.282494
4/17/2013,48.505169
4/18/2013,48.460747
4/19/2013,48.586601
4/22/2013,48.890121
4/23/2013,49.800716
4/24/2013,50.407764
4/25/2013,50.948181
4/26/2013,50.800129
4/29/2013,51.370167
4/30/2013,51.666302
5/1/2013,51.651489
5/2/2013,52.265938
5/3/2013,52.880402
5/6/2013,52.599091
5/7/2013,52.562061
5/8/2013,53.287575
5/9/2013,53.065468
5/10/2013,52.880402
5/13/2013,52.843384
5/14/2013,53.324581
5/15/2013,52.200069
5/16/2013,52.16259
5/17/2013,52.522423
5/20/2013,52.582413
5/21/2013,53.137161
5/22/2013,52.454964
5/23/2013,52.462467
5/24/2013,52.155098
5/28/2013,52.320019
5/29/2013,52.522423
5/30/2013,52.582413
5/31/2013,51.60033
6/3/2013,51.967678
6/4/2013,51.367928
6/5/2013,50.745693
6/6/2013,50.933125
6/7/2013,50.790668
6/10/2013,51.315464
6/11/2013,51.337952
6/12/2013,51.195499
6/13/2013,51.630318
6/14/2013,50.768196
6/17/2013,51.075554
6/18/2013,51.105541
6/19/2013,50.558277
6/20/2013,49.793606
6/21/2013,49.748619
6/24/2013,49.246346
6/25/2013,49.156387
6/26/2013,49.538715
6/27/2013,50.063484
6/28/2013,49.681152
7/1/2013,49.70364
7/2/2013,49.523716
7/3/2013,49.433746
7/5/2013,49.306305
7/8/2013,49.883564
7/9/2013,50.265907
7/10/2013,50.895626
7/11/2013,52.267536
7/12/2013,52.327526
7/15/2013,51.937675
7/16/2013,52.477451
7/17/2013,52.762329
7/18/2013,53.047203
7/19/2013,53.069695
7/22/2013,53.257122
7/23/2013,53.38456
7/24/2013,53.414543
7/25/2013,53.639442
7/26/2013,53.37706
7/29/2013,52.874783
7/30/2013,52.477451
7/31/2013,53.129681
8/1/2013,50.385849
8/2/2013,50.041
8/5/2013,50.198437
8/6/2013,50.220917
8/7/2013,50.048492
8/8/2013,50.483315
8/9/2013,50.730709
8/12/2013,50.498306
8/13/2013,50.753189
8/14/2013,50.669621
8/15/2013,50.418888
8/16/2013,50.692413
8/19/2013,50.411289
8/20/2013,50.510063
8/21/2013,50.289722
8/22/2013,50.335312
8/23/2013,50.965931
8/26/2013,50.821575
8/27/2013,51.178673
8/28/2013,52.31834
8/29/2013,51.680115
8/30/2013,51.019115
9/3/2013,51.155872
9/4/2013,51.26984
9/5/2013,51.148281
9/6/2013,51.285042
9/9/2013,51.315437
9/10/2013,51.307827
9/11/2013,51.961235
9/12/2013,51.87006
9/13/2013,52.11319
9/16/2013,52.060005
9/17/2013,51.961235
9/18/2013,52.979336
9/19/2013,53.08572
9/20/2013,52.500687
9/23/2013,52.485485
9/24/2013,52.242374
9/25/2013,52.128391
9/26/2013,52.485485
9/27/2013,52.622261
9/30/2013,52.310738
10/1/2013,51.961235
10/2/2013,52.105595
10/3/2013,51.976433
10/4/2013,51.923248
10/7/2013,51.383801
10/8/2013,50.753193
10/9/2013,50.403698
10/10/2013,51.224255
10/11/2013,51.459793
10/14/2013,51.816875
10/15/2013,51.976433
10/16/2013,52.333523
10/17/2013,52.948959
10/18/2013,53.192081
10/21/2013,53.556774
10/22/2013,54.119015
10/23/2013,53.96706
10/24/2013,54.430515
10/25/2013,54.969952
10/28/2013,54.833206
10/29/2013,55.258675
10/30/2013,55.311859
10/31/2013,52.819786
11/1/2013,53.230072
11/4/2013,53.207272
11/5/2013,53.024933
11/6/2013,53.123695
11/7/2013,52.409508
11/8/2013,52.295544
11/11/2013,52.515877
11/12/2013,52.424702
11/13/2013,52.547871
11/14/2013,53.15604
11/15/2013,54.20298
11/18/2013,54.28767
11/19/2013,54.264572
11/20/2013,54.395439
11/21/2013,54.695679
11/22/2013,54.965107
11/25/2013,54.557102
11/26/2013,53.97205
11/27/2013,53.825768
11/29/2013,53.841171
12/2/2013,53.487053
12/3/2013,53.394676
12/4/2013,52.932785
12/5/2013,52.848106
12/6/2013,54.279976
12/9/2013,54.54171
12/10/2013,54.803455
12/11/2013,54.749573
12/12/2013,54.40313
12/13/2013,53.92585
12/16/2013,54.526314
12/17/2013,54.472424
12/18/2013,55.42701
12/19/2013,55.973576
12/20/2013,56.08905
12/23/2013,56.674103
12/24/2013,56.966633
12/26/2013,57.313049
12/27/2013,57.597889
12/30/2013,57.42083
12/31/2013,57.821129
1/2/2014,57.266876
1/3/2014,57.320766
1/6/2014,56.881962
1/7/2014,57.397743
1/8/2014,57.159096
1/9/2014,57.467018
1/10/2014,58.506275
1/13/2014,57.590183
1/14/2014,57.844234
1/15/2014,57.79034
1/16/2014,58.059776
1/17/2014,57.028221
1/21/2014,57.559395
1/22/2014,58.344612
1/23/2014,58.452381
1/24/2014,57.390049
1/27/2014,56.943542
1/28/2014,57.112915
1/29/2014,57.228374
1/30/2014,57.875027
1/31/2014,56.065952
2/3/2014,55.011292
2/4/2014,55.12677
2/5/2014,55.403912
2/6/2014,55.911995
2/7/2014,56.335384
2/10/2014,56.450863
2/11/2014,57.821129
2/12/2014,58.327595
2/13/2014,59.262589
2/14/2014,59.691109
2/18/2014,60.766342
2/19/2014,60.579357
2/20/2014,61.24942
2/21/2014,61.272808
2/24/2014,61.724705
2/25/2014,61.272808
2/26/2014,61.02346
2/27/2014,60.859848
2/28/2014,60.7118
3/3/2014,59.854752
3/4/2014,61.155918
3/5/2014,60.898808
3/6/2014,60.571552
3/7/2014,60.641674
3/10/2014,60.92218
3/11/2014,60.579357
3/12/2014,60.283272
3/13/2014,59.208035
3/14/2014,59.465168
3/17/2014,59.480724
3/18/2014,59.659954
3/19/2014,59.254787
3/20/2014,58.997673
3/21/2014,58.943123
3/24/2014,58.966496
3/25/2014,59.566444
3/26/2014,59.589825
3/27/2014,59.82357
3/28/2014,60.727394
3/31/2014,60.859848
4/1/2014,60.836472
4/2/2014,60.594933
