Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
1/5/2017,84.439362,54.966702,35.577839,111.715141,45.81
1/6/2017,84.391678,54.522449,34.969044,111.267555,45.57
1/9/2017,82.999451,53.522892,34.415588,110.315239,45.42
1/10/2017,81.940979,53.291512,34.231102,109.477211,45.69
1/11/2017,82.780128,54.235538,34.636967,110.400963,47.49
1/12/2017,82.331947,54.466915,34.830677,110.619987,48.03
1/13/2017,82.341484,54.300323,34.738438,110.829491,47.96
1/17/2017,83.304596,54.522449,34.535503,110.734268,47.98
1/18/2017,82.274727,53.967144,34.221878,110.410477,46.06
1/19/2017,80.7967,53.337788,34.037395,110.067657,47.08
1/20/2017,81.90284,53.643204,33.982052,110.086693,45.23
1/23/2017,81.025551,53.670971,33.779118,109.886711,49.44
1/24/2017,81.139969,54.161495,34.046619,110.819977,51.06
1/25/2017,81.378365,54.5317,34.15731,111.648476,51.68
1/26/2017,81.626305,54.078201,33.889809,110.991379,51.79
1/27/2017,81.540489,53.698742,33.742222,108.363022,50.93
1/30/2017,80.920662,52.643646,33.170322,106.486977,49.77
1/31/2017,79.995682,53.189701,33.188766,106.039383,50.84
2/1/2017,79.089783,53.078632,33.19799,105.706085,51.5
2/2/2017,79.576103,53.374805,33.013508,106.858376,52.83
2/3/2017,79.661919,53.800545,33.133415,108.153503,52.98
2/6/2017,79.442604,53.402569,33.04118,107.591652,51.04
2/7/2017,78.927681,52.652901,31.712893,106.077477,50.9
2/8/2017,78.408043,52.097588,31.75901,106.258415,51.9
2/9/2017,78.754463,52.72694,31.768232,106.905991,52.12
2/10/2017,79.408821,53.263744,31.851255,107.65831,52.23
2/13/2017,79.870728,53.606182,31.971169,108.47731,52.49
2/14/2017,79.697517,53.643204,31.897377,108.17926,52.95
2/15/2017,80.024696,53.662025,31.728405,108.227325,53.02
2/16/2017,79.197121,52.994068,31.615763,106.41024,53.19
2/17/2017,78.67749,52.043877,31.371695,106.073738,53.9
2/21/2017,78.802574,52.344925,31.756573,107.410118,54.06
2/22/2017,77.878769,51.930988,31.36231,106.121811,53.77
2/23/2017,78.696724,52.344925,31.784727,106.737122,53.72
2/24/2017,78.023125,51.695789,31.446796,105.871841,54.03
2/27/2017,78.465782,51.940395,31.897377,107.438965,52.33
2/28/2017,78.254066,51.742828,31.841051,108.160034,53.26
3/1/2017,79.889977,52.29789,32.132053,109.486794,53.76
3/2/2017,80.159431,52.194405,32.02879,108.986855,53.99
3/3/2017,79.351089,52.316708,32.000637,109.169525,51.96
3/6/2017,79.707146,52.617756,31.887989,108.804184,50.82
3/7/2017,79.408821,52.504868,31.794119,107.496643,52.25
3/8/2017,77.975006,51.131325,31.268442,105.381523,53.01
3/9/2017,78.590874,51.187775,31.446796,105.794937,52.37
3/10/2017,78.533142,51.517044,32.225929,106.342941,52.45
3/13/2017,78.350296,51.930988,31.981861,105.131546,52.52
3/14/2017,77.936508,50.76442,31.381084,103.218323,52.48
3/15/2017,78.908432,51.978027,31.709631,104.67968,51.08
3/16/2017,78.975792,52.326118,31.934923,103.69902,51.37
3/17/2017,78.908432,52.683609,32.178986,103.52597,52.42
3/20/2017,78.908432,52.382561,32.094501,103.506744,52.75
3/21/2017,78.744843,52.645977,32.141445,103.872086,53.18
3/22/2017,78.67749,52.542492,31.906765,104.208572,52.75
3/23/2017,78.773712,52.391968,31.972473,103.708641,53.78
3/24/2017,78.167465,52.015659,31.709631,103.824013,53.17
3/27/2017,78.186707,52.137959,31.681473,102.179977,52.63
3/28/2017,78.754463,52.702427,31.841051,103.035645,52.81
3/29/2017,78.927681,52.965843,32.319798,103.900925,53.88
3/30/2017,80.544334,52.84354,32.404278,103.622116,53.54
3/31/2017,78.918053,52.523682,32.404278,103.227936,53.83
4/3/2017,78.975792,52.100327,32.291634,103.64135,53.01
4/4/2017,79.264481,52.598942,32.65773,104.468178,52.17
4/5/2017,79.418457,52.344925,32.46999,104.448944,52.34
4/6/2017,79.880356,52.787098,32.60141,105.07386,53
4/7/2017,79.639778,53.088146,32.71405,104.660454,53.86
4/10/2017,79.995827,53.201038,32.939342,105.208458,52.93
4/11/2017,79.716759,53.455048,33.202187,104.766205,53.2
4/12/2017,79.841858,53.153999,33.277283,104.766205,53.11
4/13/2017,78.610123,51.996841,32.84547,102.00692,53.36
4/17/2017,78.504272,52.514267,32.883022,102.074219,53.4
4/18/2017,77.994255,51.893356,32.545082,101.603127,53.79
4/19/2017,77.45536,50.425743,32.047569,100.209076,53.97
4/20/2017,77.95575,50.190548,32.056957,100.833992,54.06
4/21/2017,77.64782,50.491596,31.916147,100.843597,53.59
4/24/2017,78.051987,51.451187,32.33857,101.843475,54.45
4/25/2017,78.648621,51.724018,32.535698,102.612625,53.99
4/26/2017,78.331047,51.253628,32.535698,101.987701,54.05
4/27/2017,78.196335,50.867908,32.291634,101.401222,54.01
4/28/2017,78.571632,50.914948,32.216537,102.583778,53.83
5/1/2017,78.966171,50.830276,32.216537,101.833862,52.61
5/2/2017,78.956551,50.557449,32.620178,101.295464,53.33
5/3/2017,79.582031,51.037247,32.563858,102.603004,53.2
5/4/2017,78.562004,50.980797,32.216537,100.766685,53.14
5/5/2017,78.927681,52.758873,33.136471,101.708885,50.28
