Date,Adj Close
3/4/2013,29.695126
3/5/2013,29.835163
3/6/2013,30.004677
3/7/2013,29.960461
3/8/2013,29.768835
3/11/2013,29.923611
3/12/2013,29.783579
3/13/2013,29.621418
3/14/2013,30.218426
3/15/2013,30.277386
3/18/2013,29.967827
3/19/2013,30.218426
3/20/2013,30.085756
3/21/2013,30.13735
3/22/2013,30.955456
3/25/2013,30.92598
3/26/2013,31.191303
3/27/2013,31.147083
3/28/2013,31.213413
4/1/2013,30.96283
4/2/2013,31.058641
4/3/2013,30.88175
4/4/2013,30.424791
4/5/2013,30.601681
4/8/2013,30.380573
4/9/2013,30.771193
4/10/2013,30.638523
4/11/2013,30.793301
4/12/2013,30.638523
4/15/2013,30.188944
4/16/2013,30.328981
4/17/2013,29.650906
4/18/2013,30.284746
4/19/2013,30.21105
4/22/2013,30.328981
4/23/2013,30.675375
4/24/2013,31.014412
4/25/2013,31.161819
4/26/2013,31.102858
4/29/2013,31.419792
4/30/2013,32.134708
5/1/2013,31.928335
5/2/2013,32.083118
5/3/2013,32.400055
5/6/2013,32.407421
5/7/2013,32.481113
5/8/2013,32.56319
5/9/2013,32.287113
5/10/2013,32.219959
5/13/2013,32.100563
5/14/2013,32.167725
5/15/2013,32.070717
5/16/2013,31.899105
5/17/2013,32.055794
5/20/2013,32.384113
5/21/2013,32.503506
5/22/2013,32.294571
5/23/2013,32.630352
5/24/2013,32.473663
5/28/2013,32.533348
5/29/2013,32.570656
5/30/2013,32.585583
5/31/2013,32.018494
6/3/2013,32.399036
6/4/2013,32.264732
6/5/2013,31.988632
6/6/2013,32.197571
6/7/2013,32.04834
6/10/2013,32.294571
6/11/2013,32.152802
6/12/2013,31.914024
6/13/2013,32.152802
6/14/2013,31.966257
6/17/2013,32.279648
6/18/2013,32.302036
6/19/2013,31.787174
6/20/2013,31.100681
6/21/2013,31.130531
6/24/2013,30.981295
6/25/2013,31.100681
6/26/2013,31.212612
6/27/2013,31.175303
6/28/2013,31.14546
7/1/2013,31.070847
7/2/2013,30.876835
7/3/2013,30.727606
7/5/2013,30.720135
7/8/2013,30.802214
7/9/2013,31.078306
7/10/2013,31.429005
7/11/2013,31.742401
7/12/2013,31.481241
7/15/2013,31.44393
7/16/2013,31.742401
7/17/2013,31.749865
7/18/2013,31.869247
7/19/2013,32.093102
7/22/2013,32.234875
7/23/2013,32.49604
7/24/2013,32.41396
7/25/2013,32.600494
7/26/2013,32.518425
7/29/2013,32.175179
7/30/2013,31.14546
7/31/2013,30.9216
8/1/2013,31.130531
8/2/2013,31.287231
8/5/2013,31.317087
8/6/2013,31.220076
8/7/2013,31.16716
8/8/2013,31.204958
8/9/2013,31.197399
8/12/2013,31.053776
8/13/2013,31.288115
8/14/2013,31.250311
8/15/2013,31.197399
8/16/2013,31.235201
8/19/2013,31.068886
8/20/2013,30.917706
8/21/2013,30.638008
8/22/2013,30.925257
8/23/2013,31.37882
8/26/2013,31.265436
8/27/2013,31.348581
8/28/2013,31.839939
8/29/2013,31.477095
8/30/2013,31.220076
9/3/2013,31.242762
9/4/2013,31.303223
9/5/2013,31.40906
9/6/2013,31.613163
9/9/2013,31.666082
9/10/2013,31.764351
9/11/2013,31.968445
9/12/2013,31.824829
9/13/2013,31.70388
9/16/2013,31.839939
9/17/2013,31.764351
9/18/2013,32.066715
9/19/2013,31.998688
9/20/2013,32.096962
9/23/2013,31.953333
9/24/2013,31.960882
9/25/2013,32.044044
9/26/2013,32.248154
9/27/2013,32.353973
9/30/2013,31.771915
10/1/2013,31.635843
10/2/2013,31.832382
10/3/2013,32.044044
10/4/2013,31.960882
10/7/2013,31.832382
10/8/2013,31.53001
10/9/2013,31.401508
10/10/2013,31.673643
10/11/2013,31.862623
10/14/2013,32.202785
10/15/2013,32.127193
10/16/2013,32.180115
10/17/2013,32.505161
10/18/2013,32.754627
10/21/2013,32.936043
10/22/2013,32.958714
10/23/2013,32.799976
10/24/2013,32.943604
10/25/2013,33.004082
10/28/2013,33.049442
10/29/2013,34.697376
10/30/2013,34.992188
10/31/2013,35.150936
11/1/2013,35.188732
11/4/2013,35.475986
11/5/2013,35.521343
11/6/2013,35.827423
11/7/2013,35.27647
11/8/2013,35.268822
11/11/2013,35.261169
11/12/2013,35.131081
11/13/2013,35.5443
11/14/2013,35.643784
11/15/2013,36.102909
11/18/2013,35.903942
11/19/2013,35.926907
11/20/2013,35.957516
11/21/2013,36.232986
11/22/2013,36.753342
11/25/2013,36.324818
11/26/2013,36.072292
11/27/2013,35.888641
11/29/2013,35.972816
12/2/2013,35.697346
12/3/2013,35.643784
12/4/2013,35.789165
12/5/2013,35.53664
12/6/2013,35.812126
12/9/2013,35.903942
12/10/2013,35.63612
12/11/2013,35.735603
12/12/2013,35.330036
12/13/2013,34.962738
