Competitor,Date,Adj Close
Petróleo Brasileiro S.A. - Petrobras,9/20/2016,65.00
Shell,9/20/2016,42.63
BP,9/21/2016,30.46
Exxon,9/21/2016,78.74
Petróleo Brasileiro S.A. - Petrobras,9/21/2016,65.00
Shell,9/21/2016,43.49
BP,9/22/2016,31.04
Exxon,9/22/2016,78.96
Petróleo Brasileiro S.A. - Petrobras,9/22/2016,65.00
Shell,9/22/2016,43.91
BP,9/23/2016,30.77
Exxon,9/23/2016,78.88
Petróleo Brasileiro S.A. - Petrobras,9/23/2016,65.00
Shell,9/23/2016,43.46
BP,9/26/2016,30.52
Exxon,9/26/2016,78.51
Petróleo Brasileiro S.A. - Petrobras,9/26/2016,65.00
Shell,9/26/2016,43.01
BP,9/27/2016,30.46
Exxon,9/27/2016,78.68
Petróleo Brasileiro S.A. - Petrobras,9/27/2016,65.00
Shell,9/27/2016,42.67
BP,9/28/2016,31.57
Exxon,9/28/2016,82.14
Petróleo Brasileiro S.A. - Petrobras,9/28/2016,65.00
Shell,9/28/2016,44.14
BP,9/29/2016,31.77
Exxon,9/29/2016,81.72
Petróleo Brasileiro S.A. - Petrobras,9/29/2016,65.00
Shell,9/29/2016,45.05
BP,9/30/2016,31.86
Exxon,9/30/2016,82.50
Petróleo Brasileiro S.A. - Petrobras,9/30/2016,65.00
Shell,9/30/2016,45.36
BP,10/3/2016,32.14
Exxon,10/3/2016,82.28
Petróleo Brasileiro S.A. - Petrobras,10/3/2016,65.00
Shell,10/3/2016,45.62
BP,10/4/2016,32.33
Exxon,10/4/2016,81.52
Petróleo Brasileiro S.A. - Petrobras,10/4/2016,65.00
Shell,10/4/2016,45.91
BP,10/5/2016,32.65
Exxon,10/5/2016,82.23
Petróleo Brasileiro S.A. - Petrobras,10/5/2016,65.00
Shell,10/5/2016,46.67
BP,10/6/2016,32.58
Exxon,10/6/2016,82.27
Petróleo Brasileiro S.A. - Petrobras,10/6/2016,65.00
Shell,10/6/2016,46.33
BP,10/7/2016,32.78
Exxon,10/7/2016,81.99
Petróleo Brasileiro S.A. - Petrobras,10/7/2016,65.00
Shell,10/7/2016,46.48
BP,10/10/2016,33.23
Exxon,10/10/2016,83.59
Shell,10/10/2016,47.29
BP,10/11/2016,32.42
Exxon,10/11/2016,82.93
Petróleo Brasileiro S.A. - Petrobras,10/11/2016,65.00
Shell,10/11/2016,46.40
BP,10/12/2016,32.43
Exxon,10/12/2016,82.36
Petróleo Brasileiro S.A. - Petrobras,10/12/2016,65.00
Shell,10/12/2016,46.14
BP,10/13/2016,32.33
Exxon,10/13/2016,81.82
Petróleo Brasileiro S.A. - Petrobras,10/13/2016,65.00
Shell,10/13/2016,45.80
BP,10/14/2016,32.48
Exxon,10/14/2016,81.80
Petróleo Brasileiro S.A. - Petrobras,10/14/2016,70.00
Shell,10/14/2016,45.98
BP,10/17/2016,32.17
Exxon,10/17/2016,81.80
Petróleo Brasileiro S.A. - Petrobras,10/17/2016,70.00
Shell,10/17/2016,45.52
BP,10/18/2016,32.60
Exxon,10/18/2016,82.02
Petróleo Brasileiro S.A. - Petrobras,10/18/2016,70.00
Shell,10/18/2016,45.86
BP,10/19/2016,32.67
Exxon,10/19/2016,82.39
Petróleo Brasileiro S.A. - Petrobras,10/19/2016,70.00
Shell,10/19/2016,46.22
BP,10/20/2016,32.67
Exxon,10/20/2016,82.43
Petróleo Brasileiro S.A. - Petrobras,10/20/2016,70.00
Shell,10/20/2016,46.19
BP,10/21/2016,32.85
Exxon,10/21/2016,81.87
Petróleo Brasileiro S.A. - Petrobras,10/21/2016,70.00
Shell,10/21/2016,46.04
BP,10/24/2016,32.50
Exxon,10/24/2016,82.15
Petróleo Brasileiro S.A. - Petrobras,10/24/2016,70.00
Shell,10/24/2016,45.83
BP,10/25/2016,32.66
Exxon,10/25/2016,81.97
Petróleo Brasileiro S.A. - Petrobras,10/25/2016,70.00
Shell,10/25/2016,45.76
BP,10/26/2016,32.49
Exxon,10/26/2016,82.32
Petróleo Brasileiro S.A. - Petrobras,10/26/2016,70.00
Shell,10/26/2016,45.37
BP,10/27/2016,32.62
Exxon,10/27/2016,82.16
Petróleo Brasileiro S.A. - Petrobras,10/27/2016,70.00
Shell,10/27/2016,45.77
BP,10/28/2016,32.33
Exxon,10/28/2016,80.13
Petróleo Brasileiro S.A. - Petrobras,10/28/2016,70.00
Shell,10/28/2016,45.18
BP,10/31/2016,32.21
Exxon,10/31/2016,78.75
Petróleo Brasileiro S.A. - Petrobras,10/31/2016,70.00
Shell,10/31/2016,45.13
BP,11/1/2016,30.91
Exxon,11/1/2016,79.07
Petróleo Brasileiro S.A. - Petrobras,11/1/2016,70.00
Shell,11/1/2016,47.26
BP,11/2/2016,30.82
Exxon,11/2/2016,78.88
Petróleo Brasileiro S.A. - Petrobras,11/2/2016,70.00
Shell,11/2/2016,46.20
BP,11/3/2016,30.66
Exxon,11/3/2016,79.08
Petróleo Brasileiro S.A. - Petrobras,11/3/2016,70.00
Shell,11/3/2016,46.10
BP,11/4/2016,30.39
Exxon,11/4/2016,78.99
Petróleo Brasileiro S.A. - Petrobras,11/4/2016,70.00
Shell,11/4/2016,45.55
BP,11/7/2016,30.83
Exxon,11/7/2016,80.77
Petróleo Brasileiro S.A. - Petrobras,11/7/2016,70.00
Shell,11/7/2016,46.53
BP,11/8/2016,30.88
Exxon,11/8/2016,81.35
Petróleo Brasileiro S.A. - Petrobras,11/8/2016,70.00
Shell,11/8/2016,46.61
BP,11/9/2016,31.21
Exxon,11/9/2016,82.25
Petróleo Brasileiro S.A. - Petrobras,11/9/2016,70.00
Shell,11/9/2016,46.95
BP,11/10/2016,31.31
Exxon,11/10/2016,83.01
Petróleo Brasileiro S.A. - Petrobras,11/10/2016,70.00
Shell,11/10/2016,47.20
BP,11/11/2016,30.61
Exxon,11/11/2016,81.69
Petróleo Brasileiro S.A. - Petrobras,11/11/2016,70.00
Shell,11/11/2016,45.48
BP,11/14/2016,30.42
Exxon,11/14/2016,81.32
Petróleo Brasileiro S.A. - Petrobras,11/14/2016,70.00
Shell,11/14/2016,45.02
BP,11/15/2016,31.00
Exxon,11/15/2016,82.79
Petróleo Brasileiro S.A. - Petrobras,11/15/2016,70.00
Shell,11/15/2016,46.05
BP,11/16/2016,30.72
Exxon,11/16/2016,81.77
Petróleo Brasileiro S.A. - Petrobras,11/16/2016,70.00
Shell,11/16/2016,45.47
BP,11/17/2016,30.90
Exxon,11/17/2016,81.27
Petróleo Brasileiro S.A. - Petrobras,11/17/2016,70.00
Shell,11/17/2016,45.63
BP,11/18/2016,31.03
Exxon,11/18/2016,81.32
Petróleo Brasileiro S.A. - Petrobras,11/18/2016,70.00
Shell,11/18/2016,45.42
BP,11/21/2016,31.73
Exxon,11/21/2016,82.47
Petróleo Brasileiro S.A. - Petrobras,11/21/2016,70.00
Shell,11/21/2016,46.63
BP,11/22/2016,31.86
Exxon,11/22/2016,82.66
Petróleo Brasileiro S.A. - Petrobras,11/22/2016,70.00
Shell,11/22/2016,46.84
BP,11/23/2016,31.73
Exxon,11/23/2016,82.89
Petróleo Brasileiro S.A. - Petrobras,11/23/2016,70.00
Shell,11/23/2016,46.42
Petróleo Brasileiro S.A. - Petrobras,11/24/2016,70.00
BP,11/25/2016,31.61
Exxon,11/25/2016,83.08
Petróleo Brasileiro S.A. - Petrobras,11/25/2016,70.00
Shell,11/25/2016,46.31
BP,11/28/2016,31.10
Exxon,11/28/2016,82.46
Shell,11/28/2016,45.40
BP,11/29/2016,30.92
Exxon,11/29/2016,81.91
Petróleo Brasileiro S.A. - Petrobras,11/29/2016,70.00
Shell,11/29/2016,45.28
BP,11/30/2016,32.29
Exxon,11/30/2016,83.25
Petróleo Brasileiro S.A. - Petrobras,11/30/2016,70.00
Shell,11/30/2016,47.16
BP,12/1/2016,32.64
Exxon,12/1/2016,83.19
Petróleo Brasileiro S.A. - Petrobras,12/1/2016,70.00
Shell,12/1/2016,47.79
BP,12/2/2016,32.73
Exxon,12/2/2016,83.00
Petróleo Brasileiro S.A. - Petrobras,12/2/2016,81.00
Shell,12/2/2016,47.91
BP,12/5/2016,32.73
Exxon,12/5/2016,83.42
Petróleo Brasileiro S.A. - Petrobras,12/5/2016,81.00
Shell,12/5/2016,48.17
BP,12/6/2016,32.81
Exxon,12/6/2016,83.50
Petróleo Brasileiro S.A. - Petrobras,12/6/2016,81.00
Shell,12/6/2016,48.33
BP,12/7/2016,33.11
Exxon,12/7/2016,83.98
Petróleo Brasileiro S.A. - Petrobras,12/7/2016,81.00
Shell,12/7/2016,48.77
BP,12/8/2016,33.38
Exxon,12/8/2016,84.22
Shell,12/8/2016,48.69
BP,12/9/2016,33.22
Exxon,12/9/2016,84.87
Shell,12/9/2016,48.74
BP,12/12/2016,33.68
Exxon,12/12/2016,86.76
Petróleo Brasileiro S.A. - Petrobras,12/12/2016,81.00
Shell,12/12/2016,49.29
BP,12/13/2016,33.94
Exxon,12/13/2016,88.28
Petróleo Brasileiro S.A. - Petrobras,12/13/2016,81.00
Shell,12/13/2016,50.10
BP,12/14/2016,33.23
Exxon,12/14/2016,86.38
Petróleo Brasileiro S.A. - Petrobras,12/14/2016,81.00
Shell,12/14/2016,49.20
BP,12/15/2016,33.07
Exxon,12/15/2016,86.67
Petróleo Brasileiro S.A. - Petrobras,12/15/2016,81.00
Shell,12/15/2016,49.55
BP,12/16/2016,33.75
Exxon,12/16/2016,86.95
Petróleo Brasileiro S.A. - Petrobras,12/16/2016,81.00
Shell,12/16/2016,50.03
BP,12/19/2016,33.72
Exxon,12/19/2016,86.22
Petróleo Brasileiro S.A. - Petrobras,12/19/2016,81.00
Shell,12/19/2016,49.91
BP,12/20/2016,33.69
Exxon,12/20/2016,86.23
Petróleo Brasileiro S.A. - Petrobras,12/20/2016,81.00
Shell,12/20/2016,49.98
BP,12/21/2016,33.93
Exxon,12/21/2016,86.09
Petróleo Brasileiro S.A. - Petrobras,12/21/2016,81.00
Shell,12/21/2016,49.94
BP,12/22/2016,34.05
Exxon,12/22/2016,86.65
Petróleo Brasileiro S.A. - Petrobras,12/22/2016,81.00
Shell,12/22/2016,50.01
BP,12/23/2016,34.15
Exxon,12/23/2016,86.50
Petróleo Brasileiro S.A. - Petrobras,12/23/2016,81.00
Shell,12/23/2016,49.94
Petróleo Brasileiro S.A. - Petrobras,12/26/2016,81.00
BP,12/27/2016,34.23
Exxon,12/27/2016,86.54
Petróleo Brasileiro S.A. - Petrobras,12/27/2016,81.00
Shell,12/27/2016,50.13
BP,12/28/2016,34.36
Exxon,12/28/2016,86.11
Petróleo Brasileiro S.A. - Petrobras,12/28/2016,81.00
Shell,12/28/2016,50.04
BP,12/29/2016,34.50
Exxon,12/29/2016,86.16
Petróleo Brasileiro S.A. - Petrobras,12/29/2016,81.00
Shell,12/29/2016,50.35
BP,12/30/2016,34.48
Exxon,12/30/2016,86.07
Petróleo Brasileiro S.A. - Petrobras,12/30/2016,81.00
Shell,12/30/2016,50.18
Petróleo Brasileiro S.A. - Petrobras,1/2/2017,81.00
BP,1/3/2017,35.05
Exxon,1/3/2017,86.67
Petróleo Brasileiro S.A. - Petrobras,1/3/2017,81.00
Shell,1/3/2017,50.96
BP,1/4/2017,35.32
Exxon,1/4/2017,85.72
Petróleo Brasileiro S.A. - Petrobras,1/4/2017,81.00
Shell,1/4/2017,51.48
BP,1/5/2017,35.58
Exxon,1/5/2017,84.44
Petróleo Brasileiro S.A. - Petrobras,1/5/2017,81.00
Shell,1/5/2017,51.93
BP,1/6/2017,34.97
Exxon,1/6/2017,84.39
Petróleo Brasileiro S.A. - Petrobras,1/6/2017,81.00
Shell,1/6/2017,51.49
BP,1/9/2017,34.42
Exxon,1/9/2017,83.00
Petróleo Brasileiro S.A. - Petrobras,1/9/2017,81.00
Shell,1/9/2017,50.39
BP,1/10/2017,34.23
Exxon,1/10/2017,81.94
Petróleo Brasileiro S.A. - Petrobras,1/10/2017,81.00
Shell,1/10/2017,50.18
BP,1/11/2017,34.64
Exxon,1/11/2017,82.78
Petróleo Brasileiro S.A. - Petrobras,1/11/2017,81.00
Shell,1/11/2017,51.19
BP,1/12/2017,34.83
Exxon,1/12/2017,82.33
Petróleo Brasileiro S.A. - Petrobras,1/12/2017,81.00
Shell,1/12/2017,51.41
BP,1/13/2017,34.74
Exxon,1/13/2017,82.34
Petróleo Brasileiro S.A. - Petrobras,1/13/2017,81.00
Shell,1/13/2017,51.20
Petróleo Brasileiro S.A. - Petrobras,1/16/2017,81.00
BP,1/17/2017,34.54
Exxon,1/17/2017,83.30
Petróleo Brasileiro S.A. - Petrobras,1/17/2017,81.00
Shell,1/17/2017,51.26
BP,1/18/2017,34.22
Exxon,1/18/2017,82.27
Petróleo Brasileiro S.A. - Petrobras,1/18/2017,81.00
Shell,1/18/2017,50.61
BP,1/19/2017,34.04
Exxon,1/19/2017,80.80
Petróleo Brasileiro S.A. - Petrobras,1/19/2017,81.00
Shell,1/19/2017,50.31
BP,1/20/2017,33.98
Exxon,1/20/2017,81.90
Petróleo Brasileiro S.A. - Petrobras,1/20/2017,81.00
Shell,1/20/2017,50.64
BP,1/23/2017,33.78
Exxon,1/23/2017,81.03
Petróleo Brasileiro S.A. - Petrobras,1/23/2017,81.00
Shell,1/23/2017,50.54
BP,1/24/2017,34.05
Exxon,1/24/2017,81.14
Petróleo Brasileiro S.A. - Petrobras,1/24/2017,81.00
Shell,1/24/2017,51.09
BP,1/25/2017,34.16
Exxon,1/25/2017,81.38
Petróleo Brasileiro S.A. - Petrobras,1/25/2017,81.00
Shell,1/25/2017,51.36
BP,1/26/2017,33.89
Exxon,1/26/2017,81.63
Petróleo Brasileiro S.A. - Petrobras,1/26/2017,81.00
Shell,1/26/2017,50.84
BP,1/27/2017,33.74
Exxon,1/27/2017,81.54
Petróleo Brasileiro S.A. - Petrobras,1/27/2017,81.00
Shell,1/27/2017,50.71
BP,1/30/2017,33.17
Exxon,1/30/2017,80.92
Petróleo Brasileiro S.A. - Petrobras,1/30/2017,81.00
Shell,1/30/2017,49.57
BP,1/31/2017,33.19
Exxon,1/31/2017,80.00
Petróleo Brasileiro S.A. - Petrobras,1/31/2017,81.00
Shell,1/31/2017,50.19
BP,2/1/2017,33.20
Exxon,2/1/2017,79.09
Petróleo Brasileiro S.A. - Petrobras,2/1/2017,81.00
Shell,2/1/2017,50.08
BP,2/2/2017,33.01
Exxon,2/2/2017,79.58
Petróleo Brasileiro S.A. - Petrobras,2/2/2017,81.00
Shell,2/2/2017,50.36
BP,2/3/2017,33.13
Exxon,2/3/2017,79.66
Petróleo Brasileiro S.A. - Petrobras,2/3/2017,81.00
Shell,2/3/2017,50.73
BP,2/6/2017,33.04
Exxon,2/6/2017,79.44
Petróleo Brasileiro S.A. - Petrobras,2/6/2017,81.00
Shell,2/6/2017,50.10
BP,2/7/2017,31.71
Exxon,2/7/2017,78.93
Petróleo Brasileiro S.A. - Petrobras,2/7/2017,81.00
Shell,2/7/2017,49.53
BP,2/8/2017,31.76
Exxon,2/8/2017,78.41
Petróleo Brasileiro S.A. - Petrobras,2/8/2017,81.00
Shell,2/8/2017,49.08
BP,2/9/2017,31.77
Exxon,2/9/2017,78.75
Petróleo Brasileiro S.A. - Petrobras,2/9/2017,81.00
Shell,2/9/2017,49.57
BP,2/10/2017,31.85
Exxon,2/10/2017,79.41
Petróleo Brasileiro S.A. - Petrobras,2/10/2017,81.00
Shell,2/10/2017,50.01
BP,2/13/2017,31.97
Exxon,2/13/2017,79.87
Petróleo Brasileiro S.A. - Petrobras,2/13/2017,81.00
Shell,2/13/2017,50.24
BP,2/14/2017,31.90
Exxon,2/14/2017,79.70
Petróleo Brasileiro S.A. - Petrobras,2/14/2017,81.00
Shell,2/14/2017,50.25
BP,2/15/2017,31.73
Exxon,2/15/2017,80.02
Petróleo Brasileiro S.A. - Petrobras,2/15/2017,81.00
Shell,2/15/2017,50.12
BP,2/16/2017,31.62
Exxon,2/16/2017,79.20
Petróleo Brasileiro S.A. - Petrobras,2/16/2017,81.00
Shell,2/16/2017,49.73
BP,2/17/2017,31.37
Exxon,2/17/2017,78.68
Petróleo Brasileiro S.A. - Petrobras,2/17/2017,81.00
Shell,2/17/2017,49.02
Petróleo Brasileiro S.A. - Petrobras,2/20/2017,81.00
BP,2/21/2017,31.76
Exxon,2/21/2017,78.80
Petróleo Brasileiro S.A. - Petrobras,2/21/2017,81.00
Shell,2/21/2017,49.29
BP,2/22/2017,31.36
Exxon,2/22/2017,77.88
Petróleo Brasileiro S.A. - Petrobras,2/22/2017,81.00
Shell,2/22/2017,48.81
BP,2/23/2017,31.78
Exxon,2/23/2017,78.70
Petróleo Brasileiro S.A. - Petrobras,2/23/2017,81.00
Shell,2/23/2017,49.28
BP,2/24/2017,31.45
Exxon,2/24/2017,78.02
Petróleo Brasileiro S.A. - Petrobras,2/24/2017,81.00
Shell,2/24/2017,48.57
BP,2/27/2017,31.90
Exxon,2/27/2017,78.47
Shell,2/27/2017,48.72
BP,2/28/2017,31.84
Exxon,2/28/2017,78.25
Shell,2/28/2017,48.73
BP,3/1/2017,32.13
Exxon,3/1/2017,79.89
Petróleo Brasileiro S.A. - Petrobras,3/1/2017,81.00
Shell,3/1/2017,49.16
BP,3/2/2017,32.03
Exxon,3/2/2017,80.16
Petróleo Brasileiro S.A. - Petrobras,3/2/2017,81.00
Shell,3/2/2017,49.05
BP,3/3/2017,32.00
Exxon,3/3/2017,79.35
Petróleo Brasileiro S.A. - Petrobras,3/3/2017,81.00
Shell,3/3/2017,49.26
BP,3/6/2017,31.89
Exxon,3/6/2017,79.71
Petróleo Brasileiro S.A. - Petrobras,3/6/2017,81.00
Shell,3/6/2017,49.48
BP,3/7/2017,31.79
Exxon,3/7/2017,79.41
Petróleo Brasileiro S.A. - Petrobras,3/7/2017,81.00
Shell,3/7/2017,49.25
BP,3/8/2017,31.27
Exxon,3/8/2017,77.98
Petróleo Brasileiro S.A. - Petrobras,3/8/2017,81.00
Shell,3/8/2017,47.94
BP,3/9/2017,31.45
Exxon,3/9/2017,78.59
Petróleo Brasileiro S.A. - Petrobras,3/9/2017,81.00
Shell,3/9/2017,48.21
BP,3/10/2017,32.23
Exxon,3/10/2017,78.53
Petróleo Brasileiro S.A. - Petrobras,3/10/2017,81.00
Shell,3/10/2017,48.59
BP,3/13/2017,31.98
Exxon,3/13/2017,78.35
Petróleo Brasileiro S.A. - Petrobras,3/13/2017,81.00
Shell,3/13/2017,48.82
BP,3/14/2017,31.38
Exxon,3/14/2017,77.94
Petróleo Brasileiro S.A. - Petrobras,3/14/2017,81.00
Shell,3/14/2017,47.85
BP,3/15/2017,31.71
Exxon,3/15/2017,78.91
Petróleo Brasileiro S.A. - Petrobras,3/15/2017,81.00
Shell,3/15/2017,48.91
BP,3/16/2017,31.93
Exxon,3/16/2017,78.98
Petróleo Brasileiro S.A. - Petrobras,3/16/2017,81.00
Shell,3/16/2017,49.23
BP,3/17/2017,32.18
Exxon,3/17/2017,78.91
Petróleo Brasileiro S.A. - Petrobras,3/17/2017,81.00
Shell,3/17/2017,49.49
BP,3/20/2017,32.09
Exxon,3/20/2017,78.91
Petróleo Brasileiro S.A. - Petrobras,3/20/2017,81.00
Shell,3/20/2017,49.22
BP,3/21/2017,32.14
Exxon,3/21/2017,78.74
Petróleo Brasileiro S.A. - Petrobras,3/21/2017,81.00
Shell,3/21/2017,49.52
BP,3/22/2017,31.91
Exxon,3/22/2017,78.68
Petróleo Brasileiro S.A. - Petrobras,3/22/2017,81.00
Shell,3/22/2017,49.35
BP,3/23/2017,31.97
Exxon,3/23/2017,78.77
Petróleo Brasileiro S.A. - Petrobras,3/23/2017,81.00
Shell,3/23/2017,49.26
BP,3/24/2017,31.71
Exxon,3/24/2017,78.17
Shell,3/24/2017,48.89
BP,3/27/2017,31.68
Exxon,3/27/2017,78.19
Petróleo Brasileiro S.A. - Petrobras,3/27/2017,81.00
Shell,3/27/2017,49.08
BP,3/28/2017,31.84
Exxon,3/28/2017,78.75
Petróleo Brasileiro S.A. - Petrobras,3/28/2017,81.00
Shell,3/28/2017,49.63
BP,3/29/2017,32.32
Exxon,3/29/2017,78.93
Petróleo Brasileiro S.A. - Petrobras,3/29/2017,81.00
Shell,3/29/2017,49.99
BP,3/30/2017,32.40
Exxon,3/30/2017,80.54
Petróleo Brasileiro S.A. - Petrobras,3/30/2017,81.00
Shell,3/30/2017,49.77
BP,3/31/2017,32.40
Exxon,3/31/2017,78.92
Petróleo Brasileiro S.A. - Petrobras,3/31/2017,81.00
Shell,3/31/2017,49.52
BP,4/3/2017,32.29
Exxon,4/3/2017,78.98
Petróleo Brasileiro S.A. - Petrobras,4/3/2017,81.00
Shell,4/3/2017,49.17
BP,4/4/2017,32.66
Exxon,4/4/2017,79.26
Petróleo Brasileiro S.A. - Petrobras,4/4/2017,81.00
Shell,4/4/2017,49.63
BP,4/5/2017,32.47
Exxon,4/5/2017,79.42
Petróleo Brasileiro S.A. - Petrobras,4/5/2017,81.00
Shell,4/5/2017,49.44
BP,4/6/2017,32.60
Exxon,4/6/2017,79.88
Petróleo Brasileiro S.A. - Petrobras,4/6/2017,81.00
Shell,4/6/2017,49.86
BP,4/7/2017,32.71
Exxon,4/7/2017,79.64
Petróleo Brasileiro S.A. - Petrobras,4/7/2017,81.00
Shell,4/7/2017,50.02
BP,4/10/2017,32.94
Exxon,4/10/2017,80.00
Petróleo Brasileiro S.A. - Petrobras,4/10/2017,81.00
Shell,4/10/2017,50.16
BP,4/11/2017,33.20
Exxon,4/11/2017,79.72
Petróleo Brasileiro S.A. - Petrobras,4/11/2017,81.00
Shell,4/11/2017,50.44
BP,4/12/2017,33.28
Exxon,4/12/2017,79.84
Petróleo Brasileiro S.A. - Petrobras,4/12/2017,81.00
Shell,4/12/2017,50.18
BP,4/13/2017,32.85
Exxon,4/13/2017,78.61
Shell,4/13/2017,49.22
BP,4/17/2017,32.88
Exxon,4/17/2017,78.50
Petróleo Brasileiro S.A. - Petrobras,4/17/2017,81.00
Shell,4/17/2017,49.71
BP,4/18/2017,32.55
Exxon,4/18/2017,77.99
Petróleo Brasileiro S.A. - Petrobras,4/18/2017,81.00
Shell,4/18/2017,49.26
BP,4/19/2017,32.05
Exxon,4/19/2017,77.46
Petróleo Brasileiro S.A. - Petrobras,4/19/2017,81.00
Shell,4/19/2017,48.09
BP,4/20/2017,32.06
Exxon,4/20/2017,77.96
Petróleo Brasileiro S.A. - Petrobras,4/20/2017,81.00
Shell,4/20/2017,48.18
BP,4/21/2017,31.92
Exxon,4/21/2017,77.65
Petróleo Brasileiro S.A. - Petrobras,4/21/2017,81.00
Shell,4/21/2017,48.28
BP,4/24/2017,32.34
Exxon,4/24/2017,78.05
Petróleo Brasileiro S.A. - Petrobras,4/24/2017,81.00
Shell,4/24/2017,49.08
BP,4/25/2017,32.54
Exxon,4/25/2017,78.65
Petróleo Brasileiro S.A. - Petrobras,4/25/2017,81.00
Shell,4/25/2017,49.54
BP,4/26/2017,32.54
Exxon,4/26/2017,78.33
Petróleo Brasileiro S.A. - Petrobras,4/26/2017,81.00
Shell,4/26/2017,49.21
BP,4/27/2017,32.29
Exxon,4/27/2017,78.20
Petróleo Brasileiro S.A. - Petrobras,4/27/2017,81.00
Shell,4/27/2017,48.95
BP,4/28/2017,32.22
Exxon,4/28/2017,78.57
Petróleo Brasileiro S.A. - Petrobras,4/28/2017,81.00
Shell,4/28/2017,49.01
BP,5/1/2017,32.22
Exxon,5/1/2017,78.97
Shell,5/1/2017,48.83
BP,5/2/2017,32.62
Exxon,5/2/2017,78.96
Petróleo Brasileiro S.A. - Petrobras,5/2/2017,81.00
Shell,5/2/2017,48.77
BP,5/3/2017,32.56
Exxon,5/3/2017,79.58
Petróleo Brasileiro S.A. - Petrobras,5/3/2017,81.00
Shell,5/3/2017,49.09
BP,5/4/2017,32.22
Exxon,5/4/2017,78.56
Petróleo Brasileiro S.A. - Petrobras,5/4/2017,81.00
Shell,5/4/2017,49.47
BP,5/5/2017,33.14
Exxon,5/5/2017,78.93
Petróleo Brasileiro S.A. - Petrobras,5/5/2017,81.00
Shell,5/5/2017,50.93
BP,5/8/2017,33.26
Exxon,5/8/2017,79.76
Petróleo Brasileiro S.A. - Petrobras,5/8/2017,81.00
Shell,5/8/2017,51.16
BP,5/9/2017,33.18
Exxon,5/9/2017,79.21
Petróleo Brasileiro S.A. - Petrobras,5/9/2017,81.00
Shell,5/9/2017,50.87
BP,5/10/2017,33.43
Exxon,5/10/2017,79.57
Petróleo Brasileiro S.A. - Petrobras,5/10/2017,81.00
Shell,5/10/2017,51.58
BP,5/11/2017,33.62
Exxon,5/11/2017,80.25
Petróleo Brasileiro S.A. - Petrobras,5/11/2017,81.00
Shell,5/11/2017,51.62
BP,5/12/2017,33.79
Exxon,5/12/2017,80.19
Petróleo Brasileiro S.A. - Petrobras,5/12/2017,81.00
Shell,5/12/2017,51.94
BP,5/15/2017,34.10
Exxon,5/15/2017,80.43
Petróleo Brasileiro S.A. - Petrobras,5/15/2017,81.00
Shell,5/15/2017,52.26
BP,5/16/2017,34.61
Exxon,5/16/2017,80.19
Petróleo Brasileiro S.A. - Petrobras,5/16/2017,81.00
Shell,5/16/2017,52.74
BP,5/17/2017,34.54
Exxon,5/17/2017,79.64
Petróleo Brasileiro S.A. - Petrobras,5/17/2017,81.00
Shell,5/17/2017,52.73
BP,5/18/2017,34.86
Exxon,5/18/2017,79.41
Petróleo Brasileiro S.A. - Petrobras,5/18/2017,81.00
Shell,5/18/2017,52.58
BP,5/19/2017,35.27
Exxon,5/19/2017,79.59
Petróleo Brasileiro S.A. - Petrobras,5/19/2017,81.00
Shell,5/19/2017,53.00
BP,5/22/2017,35.29
Exxon,5/22/2017,79.94
Petróleo Brasileiro S.A. - Petrobras,5/22/2017,81.00
Shell,5/22/2017,52.79
BP,5/23/2017,35.27
Exxon,5/23/2017,80.22
Petróleo Brasileiro S.A. - Petrobras,5/23/2017,81.00
Shell,5/23/2017,52.68
BP,5/24/2017,35.24
Exxon,5/24/2017,79.94
Petróleo Brasileiro S.A. - Petrobras,5/24/2017,81.00
Shell,5/24/2017,52.56
BP,5/25/2017,34.76
Exxon,5/25/2017,79.41
Shell,5/25/2017,51.91
BP,5/26/2017,34.77
Exxon,5/26/2017,79.22
Petróleo Brasileiro S.A. - Petrobras,5/26/2017,81.00
Shell,5/26/2017,51.96
Petróleo Brasileiro S.A. - Petrobras,5/29/2017,81.00
BP,5/30/2017,34.63
Exxon,5/30/2017,78.78
Petróleo Brasileiro S.A. - Petrobras,5/30/2017,81.00
Shell,5/30/2017,52.07
BP,5/31/2017,34.52
Exxon,5/31/2017,78.20
Petróleo Brasileiro S.A. - Petrobras,5/31/2017,81.00
Shell,5/31/2017,51.96
BP,6/1/2017,34.61
Exxon,6/1/2017,78.39
Petróleo Brasileiro S.A. - Petrobras,6/1/2017,81.00
Shell,6/1/2017,52.00
BP,6/2/2017,34.29
Exxon,6/2/2017,77.23
Petróleo Brasileiro S.A. - Petrobras,6/2/2017,81.00
Shell,6/2/2017,51.54
BP,6/5/2017,34.45
Exxon,6/5/2017,77.83
Petróleo Brasileiro S.A. - Petrobras,6/5/2017,81.00
Shell,6/5/2017,51.79
BP,6/6/2017,34.61
Exxon,6/6/2017,78.89
Petróleo Brasileiro S.A. - Petrobras,6/6/2017,81.00
Shell,6/6/2017,51.94
BP,6/7/2017,33.82
Exxon,6/7/2017,78.59
Petróleo Brasileiro S.A. - Petrobras,6/7/2017,81.00
Shell,6/7/2017,51.30
BP,6/8/2017,33.81
Exxon,6/8/2017,78.31
Petróleo Brasileiro S.A. - Petrobras,6/8/2017,81.00
Shell,6/8/2017,51.05
BP,6/9/2017,34.21
Exxon,6/9/2017,79.78
